RAJ2000,DEJ2000,Ktmag,cz
87.38114,17.64916,9.788,4407
246.86339,-58.92504,9.721,14362
49.96454,41.57352,9.755,5066
116.83463,26.93020,9.759,4884
120.34632,15.36930,9.748,4661
129.93849,-23.45879,9.736,2482
207.32289,-36.06343,9.852,333
335.55743,36.38701,9.801,4269
354.05881,2.15502,9.743,2798
19.01504,4.29410,9.739,5446
52.62234,36.94766,9.783,4723
216.83525,-87.77224,9.853,2251
26.92838,-52.76181,9.181,1423
113.65141,18.28156,9.779,5073
308.24588,9.88208,9.854,4694
322.40601,-21.19565,9.723,10557
106.64500,63.84890,9.733,4262
119.91725,15.38676,9.801,4651
160.38002,37.31286,9.727,7206
175.82750,-12.87837,9.750,5264
241.62630,-61.42116,9.744,3330
346.45120,3.54511,9.720,4939
47.50513,-53.33575,9.348,1053
195.22061,-13.44981,9.568,2592
212.12798,8.93191,9.719,7108
223.03313,-2.52973,9.693,1934
239.31444,5.99837,9.794,1626
346.30676,2.54943,9.855,4823
135.08441,52.49419,9.696,9029
161.75328,-9.94132,9.760,2570
226.29393,-43.50951,9.615,4785
320.53134,18.66569,9.700,5376
9.93445,3.29959,9.718,5392
22.99187,33.47652,9.766,4352
72.05269,-13.66707,9.699,5668
77.18922,31.27221,9.686,6597
77.93839,67.48822,9.669,6115
115.97200,56.98690,9.726,3235
138.64297,30.14090,9.725,6852
9.60543,3.16645,9.753,4662
42.74857,37.46664,9.730,4938
111.27750,-38.41652,9.725,6883
135.15901,50.67839,9.793,5071
158.69778,-28.49632,9.725,3159
190.17964,-40.76337,9.781,3123
199.03493,-28.41054,9.606,4331
231.48399,-30.27200,9.739,5901
269.29434,27.96138,9.858,4621
59.95488,-84.09386,9.770,4948
111.60977,-35.90602,9.732,8815
157.87495,24.86936,9.725,6247
182.79234,20.17571,9.734,2448
338.88208,34.80351,9.697,6312
352.63342,0.08109,9.805,5160
17.65235,33.12649,9.781,5573
71.79752,66.05440,9.762,4698
147.41354,-5.16659,9.591,6256
244.78963,-24.44757,9.764,4415
46.73310,-9.54408,9.789,4826
208.02899,-48.17051,9.588,2906
307.58960,-1.00793,9.741,6321
348.62225,31.54894,9.746,6349
351.20566,15.27560,9.728,4257
101.82470,33.59921,9.712,4836
224.49921,-6.72322,9.719,9910
19.62670,51.94567,9.704,8518
50.24123,41.89384,9.757,4407
52.34954,39.79221,9.731,7326
53.36114,-23.71279,9.864,1852
183.90637,23.98186,9.595,6701
209.14514,-32.62974,9.804,4412
274.14288,25.04402,9.774,3079
326.04074,46.24611,9.667,5460
346.52023,34.10769,9.788,5706
349.65936,42.95801,9.739,5206
17.26897,-45.77354,9.709,7746
66.58561,-10.09846,9.740,9326
140.00908,1.03826,9.655,5104
241.96950,-60.52016,9.759,4762
29.67497,8.34678,9.734,8104
45.95460,-1.10365,9.731,4084
133.29636,76.48607,9.866,2885
144.50613,-20.34378,9.699,10078
190.71733,54.85600,9.806,4540
306.83704,53.96603,9.706,3285
326.49362,41.27195,9.559,4502
334.06232,-27.40281,9.751,5568
338.51682,68.44167,9.735,4355
10.86857,-6.34876,9.791,5842
61.91156,3.96818,9.761,5298
169.32324,-48.44211,9.759,4453
191.72812,-11.63707,9.758,2451
238.38963,-42.18113,9.759,7500
33.08247,37.47732,9.802,4429
147.15021,33.42149,9.476,1478
186.65039,3.96465,9.646,2294
242.25531,-59.79916,9.767,5255
261.11386,29.39016,9.729,6874
354.78506,32.08561,9.617,5134
34.75455,34.46239,9.694,10485
147.38867,-68.01535,9.775,4671
153.19807,-27.83945,9.767,2603
214.84340,-26.64471,9.715,6814
331.02823,35.93848,9.783,5563
202.11365,-44.17200,9.735,3869
263.52682,25.34390,9.737,7843
356.29251,7.04213,9.632,5262
280.42429,34.84386,9.790,5465
25.80908,8.88936,9.784,5537
209.37349,6.09694,9.694,4341
20.28085,-26.72600,9.755,5853
25.54023,12.60189,9.735,2988
32.13482,6.32373,9.802,3398
35.63065,47.85003,9.648,5079
79.04754,-0.14981,9.803,9807
193.84659,-44.81330,9.700,7186
198.02785,24.09505,9.719,2607
308.77005,-41.68417,9.733,5304
52.55529,-5.54338,9.772,4006
54.90453,41.08361,9.736,4739
72.48152,-31.96559,9.874,1054
152.66644,20.07015,9.700,3795
162.03391,18.18862,9.711,6003
164.24039,-14.30056,9.738,4598
87.89688,-59.04563,9.808,3732
115.63683,49.80966,9.772,6652
314.48132,-17.94283,9.768,8377
3.70996,-86.99312,9.801,5049
21.18252,33.42960,9.769,4204
96.71985,-24.61710,9.759,6795
181.04707,20.40978,9.737,7170
293.64481,-61.14577,9.736,4200
130.60733,37.22108,9.790,3852
178.64034,58.36700,9.791,3316
229.18536,7.02164,9.535,10330
264.47708,-55.51820,9.709,6978
133.81569,-32.04665,9.742,1473
159.21053,-27.91931,9.787,4810
177.01401,30.35931,9.738,6289
299.47131,-32.46563,9.780,5584
79.91123,22.95078,9.684,7239
91.54549,-0.54239,9.792,2136
94.74781,-24.63019,9.810,2720
151.07393,-74.93059,9.709,5220
231.39200,18.27722,9.818,4392
348.42407,24.90234,9.752,7985
128.69931,-57.64605,9.794,4242
183.81615,65.98539,9.707,2709
52.26675,40.82402,9.809,4179
54.16282,-20.90226,9.707,1768
74.33805,78.18884,9.882,1556
170.10925,3.58549,9.847,2596
203.20520,7.17011,9.672,6837
204.56610,4.54255,9.756,6877
336.03842,36.19981,9.771,5070
67.90101,17.44232,9.588,4139
138.90889,-86.76678,9.789,5081
191.98038,27.22242,9.759,7967
237.91183,-60.77467,9.802,5180
264.41284,-59.94073,9.683,5102
297.76999,-30.75763,9.771,5942
354.30896,49.55693,9.854,5900
56.05846,46.10893,9.750,5463
80.12695,14.44715,9.736,5762
145.94470,74.85962,9.766,3049
175.31931,47.69078,9.691,3105
254.52477,-21.27285,9.574,5983
75.38576,-16.16609,9.819,6903
131.38342,-15.12117,9.699,3957
210.89886,-25.42794,9.798,6826
124.96618,20.98501,9.779,4883
279.08578,51.46648,9.731,10646
35.44677,-10.02370,9.802,5225
118.76753,-76.41251,9.766,1755
178.45305,-5.16783,9.766,5742
182.04544,-15.80346,9.783,5247
211.25670,53.66221,9.480,273
259.67618,41.69427,9.747,9766
20.75083,53.26240,9.687,5811
110.57735,49.29241,9.690,5966
116.61155,-37.61287,9.727,5773
132.88722,30.86538,9.654,2034
158.32338,64.74940,9.700,1765
162.15730,66.36201,9.804,6536
165.74861,-16.28943,9.810,3864
258.16129,23.27011,9.782,6617
2.19883,33.43332,9.731,4808
20.30200,-9.21121,9.767,5518
23.96775,33.68189,9.767,5161
49.86140,41.54053,9.774,5371
80.49490,3.48216,9.758,4333
95.37810,-22.08744,9.705,2902
125.08275,66.98197,9.760,4061
186.80040,-5.83089,9.726,7611
211.91992,-25.11708,9.764,6468
333.64816,-29.16067,9.791,4109
75.65278,86.22236,9.745,3937
177.26677,59.43273,9.785,3211
257.02725,-63.45537,9.769,5013
280.35098,-64.01392,9.790,4615
353.71420,44.30398,9.733,5544
20.08508,-40.96612,9.769,6585
29.97703,23.64440,9.705,4921
30.86639,38.11693,9.591,5654
31.92805,45.62295,9.778,6261
94.80547,80.06847,9.733,4344
206.09959,-52.36943,9.753,3805
241.56754,-29.28167,9.804,4844
0.33319,13.11126,9.809,5366
10.88901,-4.11785,9.753,5797
50.00688,41.25117,9.703,4400
56.00433,-14.35865,9.892,1630
89.66696,10.30331,9.740,7577
183.37209,50.74149,9.763,9220
291.63330,50.12527,9.808,4088
21.07348,9.33095,9.766,2725
148.61256,-6.95334,9.764,6109
181.08333,1.56764,9.824,6242
336.37637,-17.24331,9.746,2566
144.58147,-70.09127,9.846,6063
267.24414,-63.25454,9.748,4959
277.04300,-71.69393,9.745,3589
284.13422,-64.92892,9.800,4424
316.69791,-47.18785,9.787,5267
346.04269,20.07950,9.685,11182
9.84576,2.79792,9.709,5275
67.09067,-47.81589,9.748,4812
157.19963,-50.69925,9.776,6305
177.67299,20.01514,9.778,6104
192.02254,-27.57765,9.832,3239
196.24326,29.12230,9.752,5920
213.97476,-52.01127,9.841,4449
256.98938,60.99011,9.761,3400
273.15424,25.53679,9.796,4678
78.39644,20.47894,9.564,5301
94.25367,81.13774,9.670,4211
94.64971,-5.73468,9.754,6194
188.02057,-39.98246,9.896,3337
299.19849,-37.32837,9.778,3653
348.21606,20.24842,9.781,4991
353.12109,23.93107,9.797,5177
111.06200,-29.39078,9.754,8335
149.98274,-39.15760,9.803,3621
179.24123,-19.85511,9.757,1770
185.83627,-12.55860,9.827,4243
74.34222,-75.44512,9.815,5561
196.74854,-57.22469,9.752,5642
198.36229,27.80239,9.709,6390
208.57701,-26.89377,9.750,5661
29.89472,14.00826,9.783,4594
52.39631,40.86888,9.552,5061
95.31475,-64.45884,9.769,7260
181.00592,20.23227,9.751,7330
1.16622,-8.10040,9.741,8584
20.32401,-22.80068,9.900,5922
97.33590,74.49269,9.838,5566
115.24260,55.42720,9.753,10229
191.02190,-34.20209,9.811,6035
240.46414,17.95744,9.814,4403
30.28945,50.50708,9.844,4875
137.07295,21.44342,9.801,2720
306.66623,-54.79971,9.775,4574
357.90305,-28.36505,9.703,8288
20.59904,-0.87523,9.661,8131
33.26249,-42.03352,9.790,5533
87.14937,-18.67026,9.833,2052
89.60575,68.46104,9.782,4114
120.78271,23.39186,9.802,4702
140.43991,64.25794,9.902,1574
306.14920,12.44374,9.816,4521
70.16747,-8.60779,9.804,4138
92.49091,79.92600,9.787,4408
190.27451,50.39344,9.822,4655
264.05444,-58.25366,9.847,2735
316.16455,-12.33835,9.760,8486
30.27756,31.88247,9.658,5190
70.84283,18.70742,9.790,5035
79.17635,18.79771,9.778,6339
354.43198,-15.11849,9.777,3373
153.37917,-43.81804,9.905,4193
187.57646,13.57750,9.763,847
341.19067,33.46061,9.779,6568
355.81061,49.97948,9.777,8945
42.02500,-13.95922,9.795,4199
53.68118,-19.02893,9.785,1606
172.00243,29.51103,9.676,2507
181.15860,1.78768,9.776,7048
309.59943,6.99655,9.779,4417
335.66925,36.19454,9.718,4829
122.20571,57.76961,9.718,5520
338.58578,-10.35701,9.662,3993
24.98763,-28.69667,9.831,5904
117.53457,55.38412,9.778,5761
152.92270,-37.92791,9.804,4532
193.65425,-10.61304,9.908,3837
273.79388,-34.62405,9.776,5682
337.12302,16.78324,9.690,10306
349.26184,30.33509,9.817,6304
30.41666,31.82650,9.784,4985
137.15535,37.62155,9.792,6930
159.35603,-25.31944,9.889,3711
193.10832,-40.70740,9.773,4445
225.94427,-25.87297,9.732,2634
249.47470,36.07308,9.797,9399
117.18536,66.19736,9.813,4314
187.88554,11.62475,9.726,1041
206.82787,-29.80895,9.799,4526
61.11308,-2.18917,9.576,863
114.84825,-32.35598,9.779,3025
174.77501,-9.34818,9.719,5904
195.60782,-17.67984,9.817,4626
209.66489,-43.96373,9.847,2470
45.08561,5.71238,9.787,8617
49.26862,-22.86664,9.769,3880
80.26663,4.00635,9.803,4145
89.50854,-38.33455,9.895,10154
121.69982,5.30943,9.731,4481
168.14162,-36.42795,9.913,2835
201.30222,-33.65552,9.816,7757
207.58496,41.36631,9.727,2609
216.67612,-49.67245,9.683,3998
250.28773,61.32631,9.842,5595
42.24515,3.16868,9.853,4172
124.99468,-7.07631,9.674,4565
315.63031,-16.81830,9.613,1413
337.83585,39.35825,9.828,5136
93.13245,6.69674,9.812,3781
45.30520,44.95541,9.803,2528
47.76295,40.62212,9.650,5015
139.63390,74.31905,9.830,2966
325.42227,-10.63561,9.798,5554
32.42808,-10.18383,9.825,3874
106.00574,29.24346,9.849,5095
162.99179,3.79205,9.742,3626
182.49417,46.45718,9.389,262
218.95897,36.54318,9.714,4093
60.47356,5.63945,9.819,5635
168.16586,9.05580,9.690,1412
198.15652,47.06331,9.762,8694
8.99928,-10.12171,9.783,5917
36.42665,41.95628,9.823,5766
38.05300,-17.21684,9.754,8669
157.84633,-42.06061,9.844,5793
170.91014,-13.83110,9.830,6689
175.59888,10.26413,9.867,6476
208.22696,-1.11473,9.919,1374
209.47906,-54.01997,9.843,4321
165.63091,-53.64275,9.729,3766
167.84346,-48.01995,9.792,4341
219.61140,-22.36762,9.828,2480
329.67966,-28.46620,9.753,6200
77.54400,-0.71916,9.699,7858
107.62830,61.78633,9.862,3614
211.54385,9.35342,9.843,7178
226.86378,19.59763,9.826,4746
284.21268,36.62397,9.921,2893
74.55227,-7.78039,9.852,3939
203.73302,13.74206,9.807,6931
251.00870,-61.94293,9.831,4937
258.56256,43.68470,9.835,8282
342.76205,37.08793,9.758,5674
0.57981,12.97164,9.852,5532
45.19086,44.45193,9.607,9050
46.08512,48.27012,9.828,3859
143.19742,-5.72471,9.845,6855
146.81705,22.08948,9.844,7417
184.61043,29.81289,9.832,3876
193.05191,-13.41473,9.831,4386
287.45776,-17.92842,9.873,6635
299.67618,50.03687,9.802,7238
301.14383,12.73945,9.839,4417
346.71051,28.17912,9.697,9535
32.67138,-75.03767,9.787,8148
88.14782,66.81986,9.924,5151
4.59393,30.07958,9.645,7167
59.59150,-44.46652,9.925,1284
71.62479,-4.78878,9.799,4673
274.90472,-42.18992,9.799,6190
157.98219,-35.40981,9.764,2705
178.58504,-51.78105,9.790,6045
300.97015,-26.46758,9.809,8127
304.86066,-41.33250,9.686,6382
19.78289,-34.10378,9.812,5644
85.02780,-40.83651,9.511,10734
145.15160,3.57699,9.767,4932
193.81476,2.89666,9.881,2779
265.07614,-74.98673,9.795,5193
84.67630,15.74814,9.848,6000
169.46191,-26.13443,9.760,2148
188.41530,9.17482,9.793,2315
208.41025,36.13416,9.798,7956
209.55356,6.51808,9.866,5094
21.11168,33.79954,9.892,5859
152.04196,53.08348,9.650,1112
215.76031,-34.29190,9.758,3932
251.80540,-0.27532,9.738,6903
321.83948,-60.01460,9.599,1734
39.71582,27.84722,9.753,4586
40.02631,1.50879,9.844,6033
44.45485,-36.71793,9.628,6210
72.62055,-3.52137,9.848,4486
79.42760,-15.52339,9.881,2819
110.71336,22.58920,9.781,5356
210.88123,35.02520,9.842,3884
221.20647,-48.35993,9.794,4747
330.73645,-20.47129,9.683,1776
337.47824,-65.66137,9.660,3201
1.84908,47.04074,9.810,5354
139.63667,73.75933,9.470,2262
280.98230,-57.16755,9.838,3569
357.86145,20.58624,9.852,5541
85.13064,-11.66558,9.784,7195
182.32379,29.92762,9.301,609
312.40192,16.86558,9.699,5687
140.72919,3.15694,9.801,3640
195.27811,39.84142,9.710,10648
224.08284,49.40005,9.890,2366
264.29559,-55.56127,9.792,5033
353.63126,-2.85428,9.831,5147
50.77750,-21.37519,9.725,1555
66.18732,-54.94201,9.845,1600
86.63187,69.05098,9.815,4314
164.67871,-50.32483,9.829,2859
187.27812,2.05233,9.930,47469
193.71642,-10.24784,9.758,1344
286.71555,-36.95843,9.791,5386
308.05124,-9.05602,9.769,6074
353.18121,29.46074,9.843,5595
47.32761,80.13062,9.716,2377
135.05981,3.17771,9.768,3868
194.48399,-13.06009,9.748,4985
8.66712,-10.76650,9.759,6189
48.21363,4.70704,9.576,5904
244.37657,-68.04025,9.820,3512
293.72928,-64.74067,9.770,4355
341.26642,33.99616,9.799,6998
345.54343,-39.56940,9.353,1186
16.27032,-6.21240,9.283,1123
74.99641,-17.45980,9.788,6483
97.97147,-20.16644,9.789,7764
100.04872,-25.89535,9.834,7741
154.92206,-25.81474,9.392,3005
203.77045,-35.26903,9.880,4436
348.57352,49.79733,9.804,6662
24.39967,-33.92409,9.795,5788
45.52787,41.59358,9.836,9135
67.28423,-53.82790,9.757,11970
147.97929,-6.82293,9.721,4361
181.68581,67.16320,9.804,2513
233.73863,23.50291,9.834,5434
281.06418,24.14250,9.830,3836
119.51024,56.35959,9.824,8850
207.30804,35.25743,9.860,5032
231.56062,-44.14840,9.940,5259
68.89056,18.34593,9.816,4728
139.71408,-38.75200,9.811,5041
267.62738,-1.80070,9.663,5211
293.16406,37.87427,9.863,4532
333.28757,-64.84897,9.762,2956
32.80686,-1.48555,9.806,8106
34.26995,1.24420,9.774,6418
47.40059,71.64122,9.805,4367
64.89127,36.27733,9.653,7312
138.74850,29.73029,9.837,6344
144.11513,-37.34100,9.730,4647
198.47563,-16.49095,9.787,2397
310.45148,-13.84689,9.782,8382
58.98492,41.58856,9.790,5152
117.97809,73.01569,9.943,3470
151.54153,-39.74356,9.819,9191
199.50734,-36.95022,9.887,3411
215.06021,-29.74748,9.840,3886
88.03892,-18.02359,9.885,2913
108.14881,-28.65384,9.737,884
190.09579,3.11771,9.805,852
221.93285,-73.30594,9.944,4473
232.43378,42.77790,9.813,5781
238.39699,-61.68288,9.872,4473
30.96435,25.92529,9.820,4884
45.89666,-12.07631,9.599,3385
187.61160,4.24650,9.736,2429
305.46124,-49.70227,9.830,5711
1.83139,32.60925,9.865,5076
19.53477,-44.46194,9.947,6727
192.29820,3.38871,9.756,721
194.29828,-17.40954,9.630,14099
290.91754,-55.06564,9.867,3170
2.17708,37.44791,9.899,4389
141.54805,-76.62632,9.729,449
217.66417,7.27497,9.678,1364
319.06042,-64.46468,9.400,3248
28.16501,36.17142,9.851,5580
208.03305,16.96982,9.830,6714
51.99343,-37.14999,9.836,1885
338.59894,43.80894,9.832,5505
347.41418,-36.42009,9.880,1678
2.94578,-5.58629,9.790,8035
7.20913,2.83886,9.751,5306
42.06173,4.57808,9.765,7093
50.05449,-2.11413,9.814,6548
79.63388,46.69290,9.811,5929
204.25243,-8.21077,9.843,2816
256.69745,-5.07499,9.951,7207
341.29178,-19.95199,9.823,3020
351.98627,8.77900,9.765,8671
65.10959,-31.72457,9.895,2809
191.15744,-10.08312,9.807,2392
201.00291,9.71013,9.773,6966
296.18707,-28.38620,9.823,4821
18.13300,-4.14636,9.762,5671
193.57635,-41.82061,9.857,3374
194.84645,-27.42721,9.894,3362
278.45901,-60.12910,9.892,3830
309.09778,-4.61878,9.704,6218
11.97512,19.59684,9.804,4552
120.47173,50.73710,9.262,504
191.21597,-20.42653,9.863,6321
215.59917,-0.38749,9.935,1655
344.90683,39.14587,9.814,5090
30.33998,-5.37097,9.751,5315
189.38857,-41.30803,9.914,3576
325.01425,-63.90895,9.859,3122
35.69716,-41.37108,9.848,5203
124.77074,70.72003,8.784,142
202.50954,-20.55175,9.874,5538
343.60632,32.45170,9.822,6764
46.47986,4.85811,9.801,8631
64.46740,-63.67525,9.863,5257
191.39453,27.06076,9.864,6852
282.25989,-51.26519,9.818,7625
356.93774,-28.14067,9.575,8637
95.61792,66.57855,9.875,4380
130.39713,-20.31502,9.826,5696
140.04123,-16.52593,9.416,2079
158.71065,-28.58300,9.958,3390
192.49121,5.31143,9.737,648
203.05820,13.89234,9.812,7651
208.50113,-7.93065,9.683,2736
211.63333,6.02936,9.958,1015
229.17581,-36.80241,9.843,4227
303.47675,-1.15751,9.886,5503
5.70640,-45.26901,9.754,6100
10.69110,-23.56160,9.889,6787
174.20340,-8.58636,9.903,4665
181.90985,-14.96962,9.858,5419
186.56740,-7.68084,9.764,5474
259.02197,73.43590,9.875,1255
304.18097,7.39691,9.846,5083
75.82233,-2.93652,9.872,4355
200.46172,-17.33648,9.807,7064
10.20364,-56.21407,9.829,8154
174.49762,-17.23360,9.961,6495
258.76208,43.66021,9.807,8408
334.86545,29.39581,9.835,4569
355.97656,26.07561,9.606,750
11.24640,-56.37996,9.722,8358
42.01818,27.10310,9.891,5650
59.62770,-61.54093,9.861,5560
72.09914,-59.80032,9.670,1228
195.35211,29.30844,9.831,7153
205.16646,38.79404,9.826,5916
280.83060,-62.11229,9.863,4558
126.92499,21.47909,9.647,4323
139.64661,52.51453,9.715,7622
304.87943,-5.32308,9.892,3405
338.03357,-25.39779,9.759,10157
350.09421,27.31570,9.836,4275
51.61489,40.50790,9.896,5894
151.93738,-41.33160,9.873,5808
159.99352,-30.19304,9.908,3362
183.62389,28.42345,9.855,3946
299.00797,-27.45263,9.844,7639
43.98862,0.69254,9.850,4149
74.32224,-75.42067,9.817,5192
78.65040,-61.48150,9.824,4495
94.82149,-24.46617,9.859,2727
300.75443,-55.94802,9.896,4389
304.14926,-46.96600,9.834,5212
68.89095,19.17171,9.904,7408
317.09396,17.82051,9.881,5075
23.13885,35.35857,9.808,4530
47.16490,-3.38001,9.839,8885
109.00822,56.81801,9.863,3220
244.31566,-11.73179,9.809,975
133.51956,-7.18326,9.845,9244
219.03859,21.79350,9.878,5628
122.22482,-51.08497,9.790,8273
156.61821,20.22820,9.929,1170
159.89194,-23.92269,9.852,3814
328.59610,15.15683,9.826,7355
72.55713,-17.26605,9.881,9262
117.82346,50.17937,9.804,6253
151.10933,-41.41608,9.909,5949
301.61774,-48.37562,9.799,2902
311.89206,0.41163,9.881,3768
69.12609,-2.86639,9.903,4446
133.74748,-2.98761,9.886,1847
186.42838,0.57264,9.767,2140
192.28395,-11.40987,9.764,1438
39.42417,1.97531,9.764,6473
74.78917,4.97514,9.862,4683
87.06917,6.63685,9.840,5286
116.31436,-38.72223,9.892,2970
136.91150,66.57471,9.856,6916
165.30989,-49.90718,9.844,5739
178.19347,20.98932,9.740,6420
211.01332,-26.21614,9.862,6024
248.32420,35.34242,9.848,10301
249.84795,-2.40636,9.787,7033
6.72767,-2.50089,9.846,4360
106.80968,-26.62257,9.810,7746
119.08182,-41.62838,9.860,6305
163.52003,-45.81683,9.869,5692
173.90164,54.94855,9.896,5785
200.31709,-15.90267,9.862,7541
213.70988,15.14675,9.898,4579
306.15176,6.91118,9.895,4865
2.49699,-57.02082,9.786,9465
0.42471,23.49588,9.930,4336
3.62758,-7.16740,9.687,5700
54.54153,40.98308,9.840,4941
136.42944,18.33960,9.903,8860
176.44218,19.77382,9.745,5382
178.86696,-12.06126,9.907,5761
315.78809,-14.52459,9.797,8322
55.17548,-37.51083,9.881,1561
116.72606,-38.30336,9.866,2729
133.89973,-67.45293,9.887,3253
157.54439,-3.16363,9.687,11383
201.12042,14.09258,9.828,7320
211.14308,-33.96075,9.871,3849
235.18987,-62.21570,9.891,5174
328.64014,2.94303,9.768,3985
44.28145,17.51434,9.883,6992
49.40204,-1.81876,9.814,8245
112.67189,-62.02654,9.867,3256
210.13348,-28.87457,9.881,5936
15.42743,-15.56777,9.837,5598
41.73616,48.19305,9.851,5222
56.52985,-4.06920,9.897,3917
67.35031,70.42446,9.869,3049
183.03987,17.75693,9.883,6996
208.11130,14.09123,9.875,6892
30.93627,16.03098,9.813,2101
181.03918,20.34788,9.801,7357
184.89906,5.84677,9.875,2507
186.85992,6.26267,9.343,1447
192.60051,-40.84406,9.790,4640
207.91478,-30.48904,9.866,4520
325.12277,-26.52795,9.918,3379
177.77861,55.07872,9.809,5896
233.74384,11.75030,9.856,1889
273.21036,7.50252,9.837,13838
307.30258,-22.67170,9.851,5869
14.31158,-40.95910,9.889,3397
39.52298,41.78955,9.909,5409
80.11118,-69.85725,9.861,5720
204.18893,-16.94827,9.855,4346
234.99155,21.47080,9.927,4388
134.24176,52.06596,9.891,3773
183.45998,7.20086,9.863,2637
224.22903,-35.94487,9.886,4269
243.44157,-61.00819,9.912,4292
259.10004,6.55989,9.876,6507
356.00848,0.51672,9.883,6762
36.45807,-53.08788,9.837,6460
42.34716,17.66589,9.838,6404
73.10493,-3.56553,9.855,4529
178.29007,-68.60887,9.843,4137
229.46324,-17.58929,9.735,2104
21.16050,33.47271,9.847,5097
21.35279,14.86465,9.796,6356
45.97019,9.61329,9.870,9153
47.11653,2.10857,9.815,6168
54.81251,14.46042,9.825,10174
162.92395,18.48096,9.859,6087
175.00504,-48.96159,9.862,5624
260.85492,56.97454,9.844,8140
17.65418,-7.62094,9.736,4074
46.75872,-66.93865,9.885,5639
156.13104,-23.55297,9.912,3717
164.46149,-20.00165,9.848,3873
181.19849,10.59557,9.916,2592
220.60191,-36.57241,9.881,7344
288.77002,-50.65683,9.757,5650
299.15521,-38.61364,9.866,5419
303.47183,-44.52674,9.745,5909
47.11024,33.97210,9.879,5244
54.79524,-22.38866,9.806,4293
73.08245,-3.10581,9.880,4334
84.22155,-15.20409,9.871,3152
109.44357,7.95353,9.859,5613
183.06215,56.17744,9.863,9318
188.37616,8.65446,9.548,1223
193.49393,-8.77571,9.912,3551
194.15048,-6.81783,9.863,1445
342.75400,31.37494,9.868,6610
89.94888,62.15801,9.818,4496
192.64328,-9.46303,9.838,4674
257.68155,41.65107,9.833,10717
311.95322,-9.99595,9.905,5725
324.00015,-76.34574,9.883,3934
52.50767,41.83216,9.899,4274
119.58521,25.14923,9.683,4827
143.51158,10.10875,9.919,3144
120.86343,-70.36687,9.929,10596
141.01227,-28.17897,9.941,2463
229.45609,-43.50157,9.923,5246
113.35033,-35.08602,9.861,8448
132.64937,-61.27790,9.868,6578
201.68378,-27.43935,9.853,10535
214.56018,-27.41517,9.873,7694
313.40088,-71.14121,9.890,4209
1.82000,8.30163,9.920,3900
140.45007,40.15123,9.888,1486
194.25221,-20.48093,9.880,6876
221.62692,-43.95267,9.916,4795
232.04254,-46.77908,9.829,10675
258.31430,-25.04076,9.855,8566
41.32508,-17.70836,9.844,7682
125.41808,73.98836,9.775,2828
174.49478,59.61692,9.908,3332
180.69849,-53.83551,9.881,8384
181.04813,10.85440,9.895,2415
194.05058,27.74551,9.709,6915
216.08644,36.46140,9.939,8437
240.41762,21.35295,9.851,9611
49.26512,41.63364,9.904,7236
160.24614,-27.08402,9.712,4741
188.27066,16.26549,9.877,954
226.14540,-72.61661,9.853,4518
355.57214,26.23175,9.821,9596
18.20251,-0.29019,9.872,5259
34.46323,32.39602,9.901,4794
45.15324,49.04397,9.893,2464
109.09161,-35.50262,9.783,2954
234.94911,-34.91518,9.893,4718
241.66750,30.09899,9.874,6565
272.78040,14.09309,9.823,2281
31.15169,47.93849,9.879,4991
240.09988,20.84914,9.808,4823
296.14383,52.86227,9.795,7662
347.62418,11.01228,9.851,10618
76.24181,-81.31068,9.879,4905
131.70490,28.17127,9.909,6297
252.82181,-25.90037,9.870,8786
286.47961,-43.72538,9.818,5753
6.74005,-56.97805,9.872,7452
50.40194,41.39280,9.870,4173
62.43047,37.00969,9.842,5881
173.95497,54.52357,9.575,229
208.19185,-29.92975,9.918,4676
220.78320,-36.48915,9.881,7516
235.54416,-31.55078,9.938,6801
298.18622,48.68568,9.866,7898
306.09265,-50.43395,9.869,5983
308.98856,-54.29946,9.928,3432
358.62387,28.30892,9.875,7025
65.94437,-51.59945,9.851,6178
89.78964,-51.46888,9.903,8257
96.49158,-22.00484,9.648,2292
144.43390,2.76093,9.838,6989
271.95490,17.60489,9.800,2225
123.93685,58.32105,9.814,8110
142.10799,-36.12946,9.890,4827
201.58214,2.10076,9.715,1088
202.51529,62.51154,9.754,1759
210.73213,9.42067,9.875,5951
273.06152,-63.77614,9.864,4312
93.27197,64.56132,9.906,3976
125.20065,-8.91846,9.788,2865
179.04353,60.52499,10.001,9978
195.28850,-18.19782,9.843,4798
210.65024,32.51044,9.927,4347
225.16190,-3.85822,9.871,6812
7.53043,-11.11364,9.913,3527
120.54638,56.94234,9.750,8173
32.24448,-7.76690,9.866,3856
111.25694,23.78322,9.933,5500
121.83436,51.13162,9.864,5256
151.53098,47.26267,9.862,7437
232.05316,42.92985,9.966,5563
238.98917,5.93188,9.781,2491
246.92122,40.92692,9.777,9511
299.16565,7.84440,9.827,5417
300.70779,49.31976,9.907,7071
331.09341,39.74374,9.877,4702
67.99418,-5.36971,9.877,4425
95.14175,27.97856,9.864,6268
141.65053,7.95454,9.871,2134
197.75656,29.63668,9.868,7042
282.98395,26.48823,9.903,3750
53.81070,-20.37368,9.861,1069
143.31366,-16.76785,9.832,2040
151.50000,58.81226,9.955,2916
164.60498,24.22638,9.879,6431
200.73178,26.98069,9.897,2884
261.86157,58.51659,9.829,8348
263.03537,-17.67020,9.840,8229
