RAJ2000,DEJ2000,Ktmag,cz
13.05061,29.67696,9.962,5555
136.49777,35.37743,9.742,7052
190.43559,35.06284,9.882,6923
196.00259,-30.36903,9.863,3620
41.93597,9.35680,9.882,8055
42.21583,20.86261,9.830,6387
199.88327,-24.48423,9.890,9584
206.80067,-24.37294,9.883,5854
244.15402,-61.04600,9.913,6222
255.47153,-23.41138,10.007,8284
281.51831,32.27961,9.768,4588
303.02289,-55.24589,9.934,4546
317.36151,-22.87848,9.846,11384
328.04861,3.30120,9.871,8603
348.08929,14.60933,9.859,4862
30.03742,12.65609,10.008,3483
60.92862,19.89495,9.946,6770
115.93202,-56.76785,9.875,2929
118.46210,-38.82650,9.794,8624
152.53589,-38.13350,9.903,4969
164.75748,-43.44046,9.895,5156
203.52472,17.85679,9.797,8048
33.90956,35.52355,9.870,8125
45.49931,42.58493,9.815,4175
47.72380,-2.55317,9.739,8643
147.26273,-7.15593,9.737,4315
167.43510,21.75886,9.683,9542
201.57085,-19.63522,9.869,7494
213.15891,39.31020,9.925,7743
299.05533,-56.91088,9.927,2167
300.58878,-20.22544,9.934,5853
349.46988,7.37944,9.901,12610
27.35725,35.45290,9.880,4146
55.43613,-18.26699,9.750,2085
134.77391,53.77169,9.675,2326
186.02092,11.21806,9.857,2083
212.02847,-9.07176,9.770,11230
27.37444,12.50905,9.906,5221
44.52750,-74.45660,9.925,4868
106.50124,50.51030,9.909,6322
266.02228,25.35071,9.908,3446
339.71478,-25.70904,9.936,3335
350.36115,8.21764,9.898,3754
208.49355,-27.62321,9.842,5500
302.22849,-56.39219,9.823,4241
310.80975,-29.85339,9.884,2695
17.72394,-5.82152,9.797,5741
22.66961,-1.99436,9.862,5923
66.08755,-47.52652,9.780,4320
68.09096,33.21898,9.928,5420
147.57545,-23.02529,9.891,2069
162.04846,4.92772,9.887,7759
189.72746,-27.30783,9.928,7558
190.46959,41.27372,9.739,607
220.38741,38.85139,9.879,4669
224.74002,-42.13177,9.892,2928
230.35210,-29.87811,9.807,5928
244.82143,-61.02052,9.922,3939
287.45255,41.57612,9.925,5028
299.40643,-37.93568,9.945,5860
335.11310,-15.77354,9.867,4866
336.32959,42.71726,9.947,5521
359.79468,-4.12701,9.865,5570
73.31905,25.87864,9.790,10190
150.02249,-34.22827,9.983,2838
190.07259,-43.21946,9.880,6352
289.07471,-60.20032,10.014,4152
331.02771,41.81934,9.894,5284
350.50378,-23.50680,9.877,7793
38.34477,9.60170,9.922,6071
80.41935,49.12202,9.909,6774
117.69278,54.36222,9.955,3402
238.29442,-74.82527,9.938,4705
92.65135,71.38614,9.820,1264
164.37988,40.94617,9.883,7521
198.59880,-46.11149,10.016,3110
337.21286,-60.88206,9.837,12349
42.20208,-19.97124,9.955,4423
152.25507,-40.31744,9.821,5206
193.72986,27.41269,9.889,7841
227.09525,-28.84451,9.932,5726
284.10010,52.37762,9.916,8107
311.04068,-10.72351,9.985,10312
316.51932,-45.43291,9.897,5318
325.66104,43.51580,9.903,5368
335.62280,37.10823,9.895,6132
348.76443,18.97340,9.920,4772
22.96009,-33.11927,9.928,4999
80.44065,6.68887,9.805,8994
178.85214,-50.30106,9.907,4320
81.85432,45.84690,9.931,6195
184.95496,6.01498,9.884,2074
203.45859,-12.13057,9.898,2508
302.15689,-55.45368,9.943,4286
16.17024,-0.80270,9.824,5117
43.68620,41.52855,9.912,4450
50.21587,38.25396,9.840,5037
73.96306,-29.88345,9.883,5836
119.75410,59.11691,9.865,5927
146.70882,22.01398,9.725,7455
42.43913,53.25226,9.922,4128
130.81607,-33.56886,9.947,2295
196.87112,-27.38913,9.871,5880
29.71668,-11.51463,9.937,5475
65.41695,36.73172,9.898,5677
73.77337,-10.69078,9.925,4578
91.60138,31.79237,9.853,8551
175.68678,52.77949,9.933,5632
229.85304,20.89629,9.813,12255
269.35495,50.72807,9.835,6854
276.09729,-34.18184,9.933,4895
38.09975,35.49465,9.587,597
44.62889,45.72059,9.918,9163
54.66902,9.97000,9.663,10368
22.24428,-0.94892,9.880,5526
28.92594,46.80191,9.805,6388
173.09001,0.80404,9.909,5947
222.87852,-52.52836,9.757,10616
275.46408,6.35891,9.848,1999
39.63350,41.52925,9.907,3995
233.36586,56.55962,9.912,661
353.06696,44.96968,9.905,5711
30.43423,8.49994,9.890,8035
46.59151,36.01456,9.903,5011
75.58038,-10.35643,9.918,3929
113.73972,85.53719,9.929,2050
118.54443,55.49531,9.817,7362
135.52321,-64.90431,9.959,1705
190.00693,-42.04276,9.901,2970
192.47418,-6.71743,9.995,3428
204.84386,-32.22408,9.909,7281
288.17612,-53.87374,9.936,7079
127.29559,63.33786,9.857,6918
212.69852,35.91343,9.913,8425
300.24341,-47.07024,9.906,6356
53.12313,42.67942,9.840,9397
66.93679,-12.03379,9.918,9140
84.76035,20.33887,9.793,8152
170.61134,-7.65282,9.966,6843
173.93855,-38.36483,9.919,6530
268.71594,34.77618,9.963,4881
333.12552,45.32848,9.874,1078
47.23643,-2.95515,9.899,2469
201.86678,-27.32469,9.855,13612
296.98883,59.89256,9.875,3438
320.07285,-1.68432,9.971,4899
23.86768,33.65673,9.921,5103
247.28716,-66.50219,9.949,6554
0.25176,6.24206,9.941,5324
18.51892,33.70419,9.889,5728
30.22883,38.21072,9.919,4137
43.51139,2.96210,9.907,3042
63.03776,27.93026,9.923,3713
66.99814,-42.83862,9.920,4448
89.47255,-23.18077,9.932,1843
215.52762,-26.85742,9.846,6709
47.57945,-22.40594,10.032,1307
51.87159,-21.56016,9.939,4245
58.07055,36.23688,9.878,5764
73.76410,-4.10108,9.970,3827
138.82068,11.88566,9.904,4957
156.58943,-2.62217,9.902,5464
159.83522,-0.20026,9.868,5606
163.02817,-0.56083,9.887,5536
211.19049,14.38208,9.760,7603
239.37788,15.95616,9.926,4740
262.35529,-62.48060,9.930,4800
315.86212,-48.20494,9.928,4940
22.24815,-0.56191,9.926,5464
44.60244,6.59188,9.907,6333
73.52467,22.16032,9.927,5288
80.07756,-25.32449,9.909,9549
172.97797,-9.72520,9.909,6391
234.34549,20.54980,9.994,4450
304.88425,-40.72615,9.892,5246
101.26472,40.41429,9.919,7364
131.98975,72.89574,9.862,3123
158.56325,52.87073,9.954,7055
163.98013,36.86152,10.034,6536
194.26556,-10.76183,9.863,3915
195.47394,27.62440,9.889,7857
292.45273,35.68195,9.972,4612
344.50803,13.13455,9.880,7551
33.82028,18.31798,9.878,8311
139.53874,16.19803,9.866,8997
198.06430,-39.93733,9.946,3237
11.49320,-7.28221,9.959,5961
44.45712,-10.16725,9.949,4433
61.92477,30.26271,9.902,4815
143.61198,-2.50416,10.035,5390
181.51495,20.60807,9.926,7308
181.80905,-30.02465,9.947,1739
192.86151,-26.80802,9.898,3418
199.62393,-31.63090,9.889,3668
223.27182,3.33174,9.831,1563
301.77652,-42.81379,9.930,5581
304.09726,-35.91136,9.943,10075
51.15194,40.69081,9.894,3792
60.64109,71.70590,9.912,4517
199.83009,8.42908,9.950,6455
204.67377,-45.85596,9.924,2514
228.28073,41.26463,9.897,8709
4.59825,30.06325,9.522,6697
50.24543,-0.36760,10.036,6318
92.21664,-65.73058,9.848,10970
151.81451,-39.94666,9.949,5227
180.79822,19.72878,9.961,7165
215.30463,3.43579,9.733,1489
226.65427,-41.31986,9.890,4610
340.36224,-4.44471,9.923,900
180.62299,-0.21241,9.901,6134
277.23904,22.90301,9.931,4145
24.72611,-46.83557,9.913,6701
107.34612,48.63552,9.932,6150
109.44068,-36.39516,9.959,9350
209.76154,15.56566,9.941,7671
213.71799,25.31762,9.737,1039
264.43280,-63.72966,9.900,4713
353.69531,16.07578,9.954,4062
21.38111,32.13626,9.987,4658
41.60547,3.60718,9.782,6789
54.87710,10.18945,9.857,6714
87.11501,-32.97723,9.833,11149
122.50315,-64.93662,9.944,5893
191.79762,19.46440,9.922,6789
204.99036,0.83093,9.952,6757
343.81122,36.67177,9.958,5660
25.60724,35.63832,9.987,5468
26.08590,17.47758,9.912,4602
108.59033,5.08144,9.855,8160
162.05069,28.60180,9.909,1587
297.85977,-44.84327,9.846,5663
6.87533,-1.51348,9.946,4047
80.16989,8.80868,9.824,4687
153.50841,-35.13560,10.043,9326
202.67856,-22.42116,9.925,1659
207.59303,-48.37709,9.962,4241
210.99957,-14.61686,9.933,4880
285.36929,-66.11019,9.832,4300
308.07840,-19.73299,9.806,8462
348.29099,24.24403,9.969,6081
150.77866,-26.15957,9.258,403
209.21255,37.79715,9.826,2985
200.98734,30.98802,9.945,6846
273.11212,25.42720,9.962,4903
348.64380,28.32704,9.913,6921
359.25293,-34.75919,9.812,14823
75.82171,-63.75101,9.954,4855
85.18212,49.69486,9.941,5743
224.17174,-17.24394,9.941,1903
270.02298,26.36652,9.981,4739
331.42038,16.78524,9.859,9440
339.11676,21.62180,9.940,7145
49.02620,40.80456,9.927,4234
55.46191,8.15982,9.959,6386
60.66372,21.56091,9.932,6151
150.54556,72.12528,9.923,2049
186.63438,12.61085,9.784,90
20.48458,33.52097,9.926,4666
201.53824,35.93443,9.869,5606
328.64752,-29.06360,9.996,6952
332.95248,38.69917,9.739,6553
16.94818,-17.50697,10.027,6087
49.10891,41.53042,9.931,4747
194.71217,-43.87509,9.901,9179
195.23373,27.79078,9.840,7972
206.35280,-12.57417,9.936,8100
273.23083,68.36332,9.924,6191
355.33121,4.01747,9.917,6271
211.52904,-33.92344,9.941,4461
312.49576,9.89909,9.941,4528
329.83517,-31.88316,9.748,2736
1.58159,20.20294,10.047,7730
37.96250,-36.67206,9.898,5066
46.16641,-12.34133,9.921,4610
66.45174,-67.81483,9.955,5514
181.77185,-27.69632,9.871,7516
239.18048,48.09499,9.906,5882
247.59180,-61.54122,9.920,3317
48.76583,37.86007,9.882,5172
104.35289,-24.72694,9.979,2575
187.73805,11.48355,9.863,497
335.43854,36.35000,9.983,6205
14.71300,12.97282,9.866,12074
120.49155,-49.77845,9.996,12089
214.00850,-53.71657,9.898,3836
219.54808,46.63836,9.963,2237
16.23409,-27.42935,9.863,5635
37.61625,-43.02686,9.824,5535
50.86396,8.91238,9.978,7113
79.65772,-14.15024,9.893,3460
140.83865,-71.59362,9.938,5069
171.64529,-43.05872,9.988,4166
197.07980,45.36170,9.893,8600
100.37720,32.83233,9.911,5039
104.83883,-25.89977,9.967,2680
152.46429,30.32078,9.999,6305
221.54297,-37.68513,9.962,4438
49.43969,-10.28909,9.769,8985
63.06490,34.91637,9.976,6170
155.78165,-42.23754,9.967,2608
357.29974,30.98315,9.871,5248
8.89138,-2.84872,9.942,6027
10.85730,-50.18283,9.805,8606
149.17032,-37.11677,9.966,3356
185.32410,11.51107,9.687,335
16.86346,32.31982,9.898,4975
29.24079,-5.40286,9.946,4899
61.66497,37.11575,9.860,6246
198.77846,-37.14279,9.915,10752
333.51257,-26.93773,10.058,2596
35.67043,28.25698,9.848,5090
41.58490,44.95224,9.960,7338
139.60875,-39.28682,9.968,4720
141.30070,-6.82993,9.937,6164
158.30620,-7.46458,9.936,5095
189.20305,-42.14087,9.748,3507
200.41072,-16.27904,9.869,6894
239.13760,-61.51276,9.923,3550
305.28345,-12.35889,9.990,5748
153.37704,-43.71690,9.965,4714
177.51854,26.47898,9.944,1792
195.37782,-30.86829,9.921,5291
273.49838,13.27589,9.866,2311
303.87054,-57.91270,9.935,4535
31.04405,47.97571,9.933,4681
44.75497,42.34595,9.923,4954
88.11521,-11.34865,9.933,6782
111.40584,19.12782,9.906,8351
144.74666,6.95548,9.912,4980
193.93375,-26.80941,9.939,4574
221.47664,68.92979,9.942,8871
49.89261,41.58055,9.952,4492
61.22306,69.99660,9.935,4289
175.63692,26.48886,9.937,9090
185.42880,-39.76951,9.733,2108
212.73898,6.36485,9.925,5890
241.65509,-68.95605,10.024,3390
303.36548,-37.18879,9.974,2544
327.91220,-37.50414,10.030,4622
328.72516,74.48743,9.989,2444
53.34791,-4.99868,9.990,3925
80.34120,4.88781,9.933,4267
103.86526,33.28040,10.002,5302
115.90186,49.66760,9.921,5493
133.64546,57.16667,9.956,5061
169.46088,26.62588,9.892,8099
175.98508,19.89456,9.947,6301
185.25960,3.72196,9.883,2618
241.12170,69.66576,9.923,7450
254.62616,-28.48571,9.867,6251
273.41586,-57.72527,9.967,5174
324.96429,-22.47369,9.865,9725
45.90275,46.94380,9.982,7045
149.86853,-26.86390,9.843,2391
172.92513,28.15356,9.948,6898
229.59918,-38.50679,9.944,4406
239.76170,51.30447,10.021,3749
55.84406,46.16293,9.936,5011
203.02861,62.70076,9.866,2923
251.64999,62.82268,9.988,5709
356.84579,-2.30067,9.837,6932
65.23261,2.63348,9.888,3973
77.08209,17.36324,9.969,5248
90.69827,-63.76369,9.928,8059
102.72318,33.47876,9.942,4937
110.87727,2.61581,9.965,1397
113.34881,31.48355,9.930,5021
181.78300,-25.69290,9.809,7518
199.96466,22.99996,9.930,6886
3.51662,-23.18209,9.087,470
11.94712,-11.46869,9.664,1631
45.15587,35.16908,9.982,5078
108.31015,73.84314,9.763,4188
214.13254,39.58910,10.017,7678
231.07706,-39.08696,9.988,7451
285.09787,-37.20676,9.951,7689
69.04494,59.32090,9.983,5060
151.45763,0.63336,9.893,6271
178.28433,-32.56599,9.888,8184
230.07591,3.51836,9.949,11064
249.77248,-6.56087,9.928,8222
280.20032,23.68404,10.011,3700
281.98740,22.94254,9.863,4360
297.99603,-30.81589,9.958,5806
332.12433,-64.70615,9.992,2867
45.48304,51.14861,9.763,4809
45.51598,36.09843,10.005,7894
105.19008,-37.74652,9.983,8179
162.45879,32.98287,9.944,1625
203.77776,-33.48099,9.957,3796
208.09598,39.68725,9.963,2165
278.63138,-57.79277,9.805,4818
54.57063,37.85480,9.981,5618
57.17602,41.86882,9.989,5432
194.30472,-46.37469,10.070,3454
202.52559,-1.72064,9.964,4300
30.40030,-68.43919,9.946,8092
48.22473,-2.90168,9.973,6054
112.22575,49.13702,9.946,5918
134.28035,84.80853,10.015,1760
161.08646,14.08449,9.872,9770
261.86655,-62.01017,9.944,4658
272.23334,69.06789,9.940,8308
79.89021,3.31767,9.965,8489
91.58627,83.83860,9.828,5521
144.02428,-12.43663,9.941,2791
276.19281,41.49268,9.941,5771
30.37819,26.48098,10.073,5131
84.76421,15.57545,9.990,5817
95.34866,-64.95666,9.960,8429
165.14743,12.16156,9.949,6351
209.88095,34.77345,10.007,3637
216.09560,24.61424,9.995,5063
265.84818,-61.68211,9.952,4875
331.12817,41.41115,9.870,4415
355.44705,-3.66722,10.006,6846
110.09021,-28.98646,9.582,3103
119.61712,37.78666,9.858,12238
136.13884,-38.48952,10.008,4805
148.15614,-7.62052,9.930,4841
157.27596,-44.15966,9.956,2864
159.67473,-45.90819,9.946,10469
170.60980,24.29914,9.887,7539
175.12976,60.29892,9.943,1239
185.50928,-46.21600,9.946,5253
203.80556,34.67738,9.972,7912
204.40627,15.97218,9.917,7756
206.84247,30.33357,10.030,4668
243.14809,29.48480,9.960,9549
303.32489,66.29054,10.074,3420
322.15887,-70.83458,9.929,3857
338.12589,-25.66199,9.717,5718
116.95345,-39.15777,9.914,5970
137.97775,-20.11693,10.075,2212
184.37556,45.61928,9.112,506
187.16898,9.25893,9.979,864
219.47224,-0.39887,9.959,1877
221.46556,-11.91416,9.906,7835
56.51280,-4.13810,10.019,4137
69.72415,-64.20808,10.030,8675
82.53716,-20.33945,9.979,5078
196.96056,18.41554,9.949,6512
211.81485,-27.15820,9.924,7247
223.81502,42.50685,9.955,5487
297.72507,48.05964,9.944,7709
348.08722,31.12562,9.956,7056
31.83355,-25.44189,9.935,4510
40.87188,-14.75431,9.976,2101
238.15259,-38.85019,10.025,4635
1.36524,5.22233,9.964,5294
227.72528,-40.95017,9.928,4624
328.32098,-59.49355,9.962,4397
337.06238,-2.88456,9.982,4871
30.38701,45.00357,9.957,7163
66.16699,7.21904,9.953,4136
107.08894,35.17004,9.958,4731
196.25404,35.17812,9.599,4750
208.92403,-33.72485,9.950,3818
213.41124,7.66037,9.944,7381
34.99409,-41.40314,9.938,4987
51.63414,-35.71357,9.802,1470
114.26192,13.60107,9.926,4725
195.55353,-14.96984,9.955,4958
210.63814,-33.39941,9.787,4024
312.46469,6.22013,9.908,5793
4.57705,30.07176,9.580,5735
10.65102,-1.99524,9.845,5721
103.79783,24.22922,9.966,7140
152.28444,-38.39625,9.506,4412
152.81213,-35.69489,9.914,8156
201.06224,-10.65428,10.023,2779
210.80423,-33.35777,9.971,4612
280.04980,-27.58591,9.934,7991
14.23987,-52.92391,9.967,7343
35.79752,41.36801,9.969,5852
39.73183,34.62228,9.981,4720
62.28685,17.11169,9.936,7283
72.42786,-10.70678,9.932,4191
214.45242,-13.87295,9.932,4688
215.75635,40.37734,9.980,5568
223.97446,-52.01249,9.933,4797
288.72684,-30.98517,9.978,5977
42.01653,48.76001,9.813,9086
158.69711,21.64833,9.773,1273
195.53081,-7.71077,9.965,3417
340.96674,38.37687,10.083,4774
70.43440,-7.08633,9.856,4681
73.29381,34.38468,10.023,6208
251.94617,-7.21276,9.978,8557
50.02546,41.63002,10.005,4219
81.98914,63.85948,9.981,4246
125.14655,68.60031,10.001,4832
162.93195,51.02216,9.881,7491
179.67761,25.03672,9.935,4335
224.10555,-37.60094,9.919,2805
234.74907,-44.40221,9.956,5417
236.02203,-41.24795,9.877,4498
276.96594,-53.21006,9.986,4424
294.45236,1.00387,10.026,7131
295.71924,-28.50198,9.925,5932
299.32538,-32.47801,10.011,5692
307.55948,-19.11596,9.991,8000
331.78967,-49.99548,9.955,2897
17.83042,-45.93210,10.011,6445
93.96751,-69.83598,9.917,11207
98.42310,-34.27159,10.007,7527
101.10244,-63.71733,9.949,3414
107.12315,-49.21406,9.862,12589
131.03174,30.11906,10.015,2070
169.58914,45.74829,9.629,2327
195.75514,-32.84080,9.971,4782
20.69551,-1.39199,9.998,5685
47.49354,19.20813,9.888,10229
54.76136,-3.62703,9.943,6777
67.84380,60.91673,10.010,4359
85.48146,18.49235,9.837,4570
87.52164,13.62656,10.005,7592
173.12727,-9.96943,9.918,6340
213.09494,50.34843,9.964,1877
246.53461,48.36689,9.962,2412
313.22964,62.28629,10.049,2536
61.90970,43.36140,9.941,5595
66.01174,36.64309,9.945,5914
87.90592,-12.56485,10.008,6916
121.60050,1.03606,9.993,4607
198.71642,17.22675,9.914,6867
200.59129,-52.39644,9.985,5090
259.11288,-19.86435,9.904,9247
268.62695,18.37586,9.969,3244
43.91847,-27.42314,9.779,5273
53.42447,-21.47865,9.643,1867
193.68146,-12.76077,9.989,4685
281.71533,-63.31453,9.944,10793
300.04242,-38.51535,9.921,5425
67.63786,38.92991,10.030,5640
80.08947,-61.29588,9.958,4784
139.27878,20.06968,9.919,8345
198.77644,-55.15630,10.020,9222
262.61646,-62.02810,9.915,4373
299.98364,-36.40062,9.884,8786
352.19440,3.51140,9.997,5138
20.73316,33.47141,9.940,4114
92.28375,42.08520,9.966,3604
184.22067,-48.97385,10.039,5366
215.66525,-48.54578,9.907,1314
280.06223,-30.74321,9.987,5939
308.34039,-2.03718,9.992,6174
331.15054,42.32728,9.983,4290
353.65176,-4.53426,9.970,2209
40.35761,17.81222,9.948,8856
87.61123,-19.72588,10.004,2325
90.91620,-32.14779,9.957,9234
90.93436,-69.58829,9.927,3964
97.08180,-74.26112,10.003,5267
166.15399,45.12524,9.989,6486
174.47412,21.98111,9.929,8727
182.55913,-29.73681,9.690,2116
214.84781,-27.37046,9.869,6436
229.85527,45.88036,9.913,5146
234.30539,43.29840,10.005,5735
16.85425,32.29278,10.006,4233
78.33900,20.25729,10.017,5069
95.43043,-52.69260,9.777,15320
153.70438,-38.18882,9.982,4411
166.11382,38.20885,9.991,9000
4.66241,-15.32230,9.887,7681
42.66330,-1.73406,10.040,2583
49.24477,31.56726,9.746,4224
57.08346,41.93541,9.938,5086
148.40071,-12.48210,9.982,7470
200.73672,-32.72839,9.912,8741
289.37564,-28.25350,10.017,7580
33.05607,39.23551,9.910,5528
36.38471,50.81950,10.047,4842
141.30737,-6.71658,10.001,6112
159.40784,37.45568,9.956,6937
185.55148,7.14435,9.764,1043
193.68761,-39.85228,9.793,3513
199.74620,-18.58796,10.007,2537
222.11153,34.99808,9.962,8819
225.58197,5.64668,9.991,10927
231.67284,40.56440,9.914,2613
281.91534,-39.32356,9.987,4775
342.34439,-37.47178,9.801,8595
357.04712,-2.43257,9.997,6682
153.40955,-0.92548,9.833,13352
156.99142,-39.81477,10.030,2902
163.51379,-16.02772,9.897,4238
201.22044,-4.08199,10.016,6132
10.29167,16.46939,9.899,5448
31.10603,45.77431,9.814,7599
31.33198,-6.45088,10.028,3906
43.18506,46.93814,9.834,8420
61.07710,29.68981,9.918,5882
152.52654,-8.47964,10.096,5286
227.92096,75.38483,9.873,7233
278.54660,32.06459,10.001,5302
20.72629,39.25724,10.000,7779
50.56078,9.56825,9.972,7153
121.02847,53.54923,9.929,9749
152.27303,-38.40959,9.975,4896
195.95808,28.18574,9.994,6965
216.11435,-16.76276,9.893,2671
238.85831,78.99678,9.940,3975
356.86905,-28.10929,9.920,8240
43.27908,25.49040,9.932,6703
108.76965,50.53600,9.973,5678
256.97604,-23.77150,10.008,8846
265.72025,66.47605,9.952,8137
269.89282,24.88696,10.000,5940
317.17923,12.48427,10.097,4728
17.94276,-61.52763,9.926,8073
34.66181,-6.90332,9.971,4979
51.20238,-3.01559,10.014,2848
61.89923,39.32518,10.003,5997
15.49098,-1.93675,9.922,4177
146.62576,-21.57161,10.000,8741
147.18179,44.08131,9.921,4769
162.82506,44.57180,10.048,3191
203.62677,-27.30424,10.009,10429
302.98276,-46.14409,9.958,3152
338.31863,-27.24660,9.988,3538
339.12366,-12.56702,9.988,7445
342.88153,23.08055,9.979,7814
160.30453,-2.80291,9.941,6265
202.60831,31.62071,10.002,7274
209.01202,18.37190,10.069,14990
241.11102,-60.56514,10.001,5426
29.95569,-55.82417,10.001,5762
46.78944,-9.59266,9.988,4877
234.91267,21.78276,9.887,12525
49.67958,42.30058,10.020,5793
76.03528,31.67595,9.840,6827
111.53600,1.98371,9.986,7283
117.64592,16.36858,10.017,4842
139.99170,37.19104,10.048,2257
186.32814,64.93351,9.920,1320
348.79630,25.28196,9.957,7989
30.12224,-34.25564,9.998,4865
271.45624,18.53802,10.039,6704
293.92767,-59.78960,9.947,4526
295.12878,-56.41016,10.000,5207
313.07166,-16.28564,9.951,8105
12.91233,52.09058,9.980,7978
172.55618,-8.86288,9.953,6691
276.46616,-63.35330,10.049,4473
2.77755,-12.10787,10.065,5839
14.06712,-1.25543,9.896,13343
16.77409,32.79511,9.961,5031
42.60055,46.69817,9.949,7672
77.71017,16.47632,9.945,5332
178.79326,-7.84372,9.949,5697
257.90820,-74.13976,9.968,12110
286.26410,55.71516,10.107,2380
319.19247,-42.26168,9.882,5152
14.44555,-27.50164,9.926,5541
70.64728,35.93340,9.945,5910
148.12354,2.15444,9.988,4990
188.94104,26.90884,9.900,7424
279.83121,38.93977,10.026,6546
345.79590,-8.98907,10.002,7157
25.79032,-34.24190,10.032,3801
40.10510,-5.44039,9.877,7076
74.98261,80.17872,9.921,16040
195.40094,-30.06581,10.032,2970
278.52008,38.59845,10.109,8225
322.02448,-1.64687,9.985,9149
21.12837,-15.53784,9.823,5765
27.67872,33.08204,9.887,10685
60.98169,30.84005,9.953,5473
69.32253,-62.58340,9.985,6369
121.86922,-22.55134,9.898,5489
124.36206,-24.68109,9.946,1731
181.14130,64.43674,10.044,1444
193.46187,9.70998,9.865,2854
264.20340,72.08896,9.956,2483
42.99469,-33.33982,9.929,6284
108.72765,-26.79849,10.050,7100
165.89923,-17.47905,10.036,8129
194.62756,-15.53317,10.045,3119
214.95085,56.72905,9.494,293
218.46782,5.45833,9.942,7474
251.37776,-62.91145,10.059,4536
44.27844,50.53741,9.960,4087
70.49840,-7.31143,9.974,4791
98.09348,-33.51529,9.944,7262
146.02681,-21.28597,10.036,2736
187.91338,3.93946,9.547,1730
282.90729,23.63475,10.002,4559
348.94394,13.29033,9.934,4566
354.27884,-20.46307,9.826,7907
26.18731,-4.13535,9.973,5513
134.27681,-20.03284,9.992,5561
189.51889,33.45892,9.973,6896
233.45511,-47.02867,9.949,11313
300.23572,-55.63159,10.010,4500
306.08328,-49.68460,10.015,5488
