Cluster,RAJ2000,DEJ2000,cz,e_cz,R,Mm
"A2399",329.13741666666664,-7.724050833333332,25530,32,10.0,0
"A2399",329.14381249999997,-7.720454722222221,44216,13,12.9,0
"A2399",329.2550916666666,-7.756319166666666,16686,37,10.3,1
"A2399",329.2355458333333,-7.729188333333332,17472,85,3.0,1
"A2399",329.2408791666666,-7.71439361111111,17787,14,11.0,1
"A2399",329.26478749999995,-7.725323055555554,46459,38,10.1,0
"A2399",329.3068458333333,-7.712704722222221,16454,85,2.9,1
"A2399",329.3097916666666,-7.695202222222221,44351,36,11.1,0
"A2399",329.2802458333333,-7.6933244444444435,16470,45,6.6,1
"A2399",329.1980958333333,-7.723829999999999,120363,24,12.0,0
"A2399",329.23164999999995,-7.711399722222221,94307,51,5.2,0
"A2399",329.22110416666663,-7.704708333333333,16463,6,27.8,1
"A2399",329.19665,-7.691776388888888,47331,29,10.3,0
"A2399",329.1888541666666,-7.684679166666665,16582,26,5.4,1
"A2399",329.2573666666666,-7.658083055555554,54403,16,12.2,0
"A2399",329.3851208333333,-7.739379722222221,44366,27,4.8,0
"A2399",329.3887791666666,-7.738939166666666,17824,19,15.6,1
"A2399",329.4746999999999,-7.7283205555555545,17345,34,12.2,1
"A2399",329.44537499999996,-7.732639444444444,76373,31,10.9,0
"A2399",329.47509166666663,-7.717641388888888,65991,60,6.8,0
"A2399",329.43162499999994,-7.699143055555554,76524,35,7.8,0
"A2399",329.45573749999994,-7.70138111111111,16851,51,5.0,1
"A2399",329.4721458333333,-7.689289166666666,69533,43,8.8,0
"A2399",329.35189999999994,-7.7237552777777765,16726,67,5.4,1
"A2399",329.37633333333326,-7.709840833333332,51709,30,12.9,0
"A2399",329.34756666666664,-7.705136388888888,17859,10,15.1,1
"A2399",329.3528166666666,-7.687242777777777,27409,8,19.3,0
"A2399",329.41020416666663,-7.682416388888888,79589,35,5.6,0
"A2399",329.404975,-7.650813333333332,83668,33,7.7,0
"A2399",329.5034208333333,-7.6433463888888875,29799,28,12.2,0
"A2399",329.5522041666666,-7.664144166666666,104027,22,11.4,0
"A2399",329.5512958333333,-7.604101666666666,17841,74,4.4,1
"A2399",329.46419999999995,-7.632760833333332,17361,74,3.1,1
"A2399",329.4525166666666,-7.628208333333332,16551,13,11.8,1
"A2399",329.51828749999993,-7.610499999999999,107493,16,16.2,0
"A2399",329.3473083333333,-7.674491388888888,17036,56,5.9,1
"A2399",329.3034708333333,-7.662456388888888,44195,41,8.6,0
"A2399",329.34191666666663,-7.653006388888888,17698,61,3.5,1
"A2399",329.3689166666666,-7.627407499999999,79755,25,10.4,0
"A2399",329.2909791666666,-7.651104722222221,54358,26,10.3,0
"A2399",329.31778749999995,-7.628675277777777,18282,131,3.0,1
"A2399",329.32545416666665,-7.580600555555555,44979,19,8.2,0
"A2399",329.4350458333333,-7.591343333333333,77435,48,5.7,0
"A2399",329.3888333333333,-7.590639444444443,16947,22,12.9,1
"A2399",329.4648875,-7.578653333333333,17952,47,8.8,1
"A2399",329.43450833333327,-7.553708888888888,45036,31,12.5,0
"A2399",329.3637833333333,-7.565895555555555,17793,30,14.4,1
"A2399",329.08850833333327,-7.749915555555554,17051,42,5.4,1
"A2399",329.1004416666666,-7.718867499999999,18192,95,3.1,1
"A2399",329.14221249999997,-7.707165277777777,46536,15,9.6,0
"A2399",329.12951666666663,-7.704382777777777,46468,13,12.6,0
"A2399",329.039475,-7.71513611111111,92182,75,5.2,0
"A2399",329.09131249999996,-7.663226944444443,86946,41,9.6,0
"A2399",329.03601249999997,-7.66896611111111,17285,35,9.9,1
"A2399",329.14712499999996,-7.689353333333332,24928,29,14.9,0
"A2399",329.1327166666666,-7.691582222222221,16922,16,9.6,1
"A2399",329.17717083333326,-7.662037222222221,16594,8,20.4,1
"A2399",329.1242291666666,-7.68179611111111,18511,47,8.9,1
"A2399",329.1233291666666,-7.680067777777777,16598,17,7.5,1
"A2399",329.12080416666663,-7.658988888888888,50832,29,4.3,0
"A2399",329.19977499999993,-7.649551944444443,16669,22,5.1,1
"A2399",329.16038749999996,-7.634001388888888,25074,19,8.8,0
"A2399",329.17692083333327,-7.61214611111111,54264,27,10.1,0
"A2399",329.1988458333333,-7.604105555555554,16787,15,10.4,1
"A2399",329.1287458333333,-7.646018333333332,44215,36,10.5,0
"A2399",329.07961249999994,-7.62320361111111,44226,102,2.3,0
"A2399",329.1111708333333,-7.608743333333332,18060,30,4.5,1
"A2399",329.1369208333333,-7.618189722222221,135661,30,8.5,0
"A2399",329.17046666666664,-7.5825644444444436,16651,41,8.0,1
"A2399",329.1335791666666,-7.584581944444444,46393,22,18.3,0
"A2399",329.1430291666666,-7.58211611111111,47212,36,7.7,0
"A2399",329.15947916666664,-7.58150611111111,53962,11,15.3,0
"A2399",329.13539999999995,-7.565784722222221,54549,39,10.8,0
"A2399",329.0806666666666,-7.556216666666666,86429,50,6.9,0
"A2399",329.03096249999993,-7.554424999999999,44159,8,20.2,0
"A2399",329.2078625,-7.584358888888888,16966,27,9.5,1
"A2399",329.28274999999996,-7.59295611111111,54323,20,14.8,0
"A2399",329.30439999999993,-7.567309722222221,87266,91,4.5,0
"A2399",329.2905833333333,-7.558935277777777,45160,53,6.0,0
"A2399",329.54082916666664,-7.573102777777777,16938,10,17.2,1
"A2399",329.52536249999997,-7.569320555555555,17198,67,4.0,1
"A2415",331.5341291666666,-5.876479166666666,35121,30,12.4,0
"A2415",331.48600416666665,-5.866943888888888,17230,20,8.7,1
"A2415",331.52289999999994,-5.835002499999999,39454,19,14.5,0
"A2415",331.61951666666664,-5.835262222222221,39854,70,3.7,0
"A2415",331.55112499999996,-5.8221525,10487,106,2.2,0
"A2415",331.5763291666666,-5.802506944444444,72842,26,11.1,0
"A2415",331.5798416666666,-5.784535833333332,83356,49,4.4,0
"A2415",331.42583749999994,-5.8747074999999995,42867,34,4.9,0
"A2415",331.46484166666664,-5.851871944444444,34916,37,10.5,0
"A2415",331.47136249999994,-5.836843888888888,43063,36,10.6,0
"A2415",331.49594999999994,-5.842145555555555,17130,62,3.9,1
"A2415",331.4984041666666,-5.831257777777777,30816,13,12.2,0
"A2415",331.4863875,-5.806259166666666,39491,16,9.5,0
"A2415",331.42264583333326,-5.834745277777777,39621,10,17.4,0
"A2415",331.38486249999994,-5.825839444444443,39522,22,12.3,0
"A2415",331.41913333333326,-5.813651944444444,30162,18,8.0,0
"A2415",331.42355,-5.787440833333332,17842,47,8.6,1
"A2415",331.40632083333327,-5.788127499999999,80875,59,6.6,0
"A2415",331.42384166666665,-5.782564444444444,39520,6,26.6,0
"A2415",331.5081291666666,-5.789756944444443,18457,51,4.9,1
"A2415",331.57108333333326,-5.771984444444444,17325,41,6.6,1
"A2415",331.5373958333333,-5.755790833333332,70233,38,6.9,0
"A2415",331.44112499999994,-5.7506538888888885,17029,17,16.6,1
"A2415",331.16156249999995,-5.8638322222222214,17042,6,27.3,1
"A2415",331.1610041666666,-5.841498333333332,46214,56,7.3,0
"A2415",331.17332083333326,-5.835163333333332,26038,6,25.5,0
"A2415",331.2962083333333,-5.866103333333332,17628,124,2.9,1
"A2415",331.27916666666664,-5.866986944444443,39342,11,14.7,0
"A2415",331.23252499999995,-5.8735036111111105,16529,7,23.1,1
"A2415",331.29086249999995,-5.827103333333333,53479,8,18.5,0
"A2415",331.2115333333333,-5.8334624999999996,17108,49,4.2,1
"A2415",331.2376083333333,-5.826856666666666,17085,95,3.8,1
"A2415",331.2195166666666,-5.802548055555555,16927,22,19.3,1
"A2415",331.0856166666666,-5.864962499999999,17025,29,14.4,1
"A2415",331.06435416666665,-5.849243055555554,80428,29,9.2,0
"A2415",331.1305083333333,-5.854836666666666,72155,38,7.9,0
"A2415",331.17742499999997,-5.797206388888888,17855,89,3.2,1
"A2415",331.18739999999997,-5.753036666666666,17895,25,15.0,1
"A2415",331.15517916666664,-5.742260555555554,68751,31,8.4,0
"A2415",331.18824583333327,-5.731380833333333,18093,21,17.9,1
"A2415",331.34563749999995,-5.80132611111111,39714,10,15.9,0
"A2415",331.4273583333333,-5.7481391666666655,67952,20,12.9,0
"A2415",331.390925,-5.727645555555555,17693,40,10.2,1
"A2415",331.3312791666666,-5.749839999999999,16734,25,16.8,1
"A2415",331.31314166666664,-5.751502222222221,36992,27,4.4,0
"A2415",331.33312499999994,-5.747274722222222,17532,59,5.1,1
"A2415",331.2923291666666,-5.744526944444444,48051,51,6.6,0
"A2415",331.31911249999996,-5.706323888888888,17042,7,24.9,1
"A2415",331.4486083333333,-5.71831611111111,17964,60,6.3,1
"A2415",331.406775,-5.722495277777777,17315,69,3.8,1
"A2415",331.43176249999993,-5.7183263888888884,32276,34,11.6,0
"A2415",331.4744583333333,-5.706789722222221,69700,37,9.2,0
"A2415",331.502375,-5.662656666666666,16986,25,16.0,1
"A2415",331.4649458333333,-5.6568661111111105,40454,69,6.1,0
"A2415",331.37228749999997,-5.6618924999999996,30137,16,17.6,0
"A2415",331.43382499999996,-5.656485277777777,40186,68,3.8,0
"A2415",331.4109625,-5.65449861111111,41166,11,14.1,0
"A2415",331.4061458333333,-5.651136666666666,17810,21,16.1,1
"A2415",331.4179083333333,-5.644024999999999,16662,31,12.7,1
"A2415",331.4285166666666,-5.623846388888888,16758,49,5.8,1
"A2415",331.26319583333327,-5.7443447222222215,16793,12,14.7,1
"A2415",331.25931249999996,-5.721414722222222,44353,9,18.5,0
"A2415",331.2857291666666,-5.729612222222221,16543,24,11.6,1
"A2415",331.2834291666666,-5.70793111111111,16791,37,10.9,1
"A2415",331.27464166666664,-5.6920891666666655,17716,43,7.8,1
"A2415",331.33697499999994,-5.672228888888888,39958,15,9.8,0
"A2415",331.2071708333333,-5.69913361111111,53395,25,6.2,0
"A2415",331.1843041666666,-5.680439166666666,68974,36,7.7,0
"A2415",331.26986249999993,-5.661656388888888,17276,27,15.0,1
"A2415",331.2742541666666,-5.643422222222221,45928,11,13.2,0
"A2415",331.3568541666666,-5.641917777777777,30178,27,10.4,0
"A2415",331.3272916666666,-5.627139166666666,39934,45,9.6,0
"A2415",331.36160833333327,-5.625929722222222,40985,45,6.3,0
"A2415",331.3415208333333,-5.621589722222222,17184,28,13.1,1
"A2415",331.3928041666666,-5.63641861111111,16394,36,10.7,1
"A2415",331.4078333333333,-5.622428888888888,18019,23,16.8,1
"A2415",331.41007499999995,-5.621002222222222,17866,38,12.0,1
"A2415",331.3952916666666,-5.6187949999999995,15965,55,6.9,1
"A2415",331.39284166666664,-5.616841666666666,18264,51,9.3,1
"A2415",331.4261708333333,-5.598517777777777,18734,30,13.3,1
"A2415",331.40709166666664,-5.60349611111111,17961,48,8.4,1
"A2415",331.3998458333333,-5.603018055555554,17338,31,8.8,1
"A2415",331.4109041666666,-5.592309444444444,17173,38,10.7,1
"A2415",331.3045041666666,-5.632558333333333,39903,21,12.9,0
"A2415",331.2952208333333,-5.624814166666666,16998,31,9.4,1
"A2415",331.3072333333333,-5.609925277777777,40884,87,3.1,0
"A2415",331.2780791666666,-5.596926388888888,79044,62,8.2,0
"A2415",331.3551666666666,-5.595033333333332,18439,28,4.9,1
"A2415",331.33534999999995,-5.577414722222222,18501,27,11.7,1
"A2415",331.36499999999995,-5.581179166666666,17682,51,7.6,1
"A2415",331.3661625,-5.581337777777777,15923,39,9.3,1
"A2415",331.35914166666663,-5.554758611111111,15917,30,10.2,1
"A2415",331.3453833333333,-5.543814166666666,15798,55,7.4,1
"A2415",331.3446375,-5.540414722222222,16286,30,14.6,1
"A2415",331.12064166666664,-5.691375833333333,41114,29,10.5,0
"A2415",331.20392499999997,-5.636914999999999,11164,18,13.9,0
"A2415",331.1844708333333,-5.623644444444444,16998,64,4.3,1
"A2415",331.2355166666666,-5.590361666666666,81300,37,9.2,0
"A2415",331.2295875,-5.57994111111111,40773,30,13.4,0
"A2415",331.17276666666663,-5.597033888888888,40459,42,10.7,0
"A2415",331.19189583333326,-5.578297499999999,16604,28,13.8,1
"A2415",331.1860083333333,-5.558495277777777,40857,20,16.6,0
"A2415",331.1524833333333,-5.552029444444444,52795,23,5.5,0
"A2415",331.18893749999995,-5.548268888888888,16839,21,18.0,1
"A2415",331.32141249999995,-5.548954999999999,17507,28,15.0,1
"A2415",331.32186249999995,-5.535575555555555,16014,25,14.4,1
"A2415",331.3413916666666,-5.5268299999999995,16639,27,14.0,1
"A2415",331.30782083333327,-5.511345555555555,47592,84,3.4,0
"A2415",331.21527499999996,-5.502698888888888,81154,40,9.5,0
"A2415",331.2861708333333,-5.481708055555555,17429,44,8.2,1
"A2415",331.09798749999993,-5.521116111111111,79078,44,8.7,0
"A2415",331.09904583333326,-5.508266388888888,40570,5,38.5,0
"A2415",331.62089999999995,-5.7206722222222215,39698,27,15.2,0
"A2415",331.62390416666665,-5.704197222222222,95516,31,7.5,0
"A2415",331.5782583333333,-5.706645833333332,16676,28,15.5,1
"A2415",331.5705833333333,-5.695486388888888,16592,48,8.2,1
"A2415",331.59031666666664,-5.675870833333333,16452,58,4.8,1
"A2415",331.6162916666666,-5.631837777777777,17677,13,13.1,1
"A2415",331.5343791666666,-5.662690555555555,17431,51,4.9,1
"A2415",331.5448916666666,-5.644818055555555,17359,64,5.1,1
"A2415",331.55876249999994,-5.6358847222222215,32202,34,4.1,0
"A2415",331.5013666666666,-5.653919999999999,18636,8,20.5,1
"A2415",331.54278333333326,-5.6174888888888885,44150,15,10.2,0
"A2415",331.5666166666666,-5.5839808333333325,17194,87,2.4,1
"A2415",331.47464999999994,-5.6256869444444435,17178,27,14.5,1
"A2415",331.5015208333333,-5.603123333333333,16778,35,11.1,1
"A2415",331.4930041666666,-5.58422111111111,90613,36,11.3,0
"A2415",331.50806249999994,-5.588531388888888,40671,19,8.7,0
"A2415",331.4947208333333,-5.564585833333332,17712,21,14.8,1
"A2415",331.6196583333333,-5.5830488888888885,17249,102,2.3,1
"A2415",331.6301458333333,-5.523404722222222,17372,22,7.7,1
"A2415",331.54648749999996,-5.546432777777777,39664,30,14.0,0
"A2415",331.56315833333326,-5.509626388888888,72645,34,7.2,0
"A2415",331.6266333333333,-5.504742499999999,81465,39,5.8,0
"A2415",331.6107666666666,-5.475413611111111,18739,23,6.5,1
"A2415",331.45529999999997,-5.584438333333333,15830,26,16.0,1
"A2415",331.4265958333333,-5.581219999999999,27708,23,12.6,0
"A2415",331.4481208333333,-5.575516388888888,78758,29,15.4,0
"A2415",331.4459958333333,-5.573319166666666,79407,60,5.9,0
"A2415",331.45284999999996,-5.552367222222221,17069,64,4.3,1
"A2415",331.43532916666663,-5.5595744444444435,17736,57,4.3,1
"A2415",331.47973749999994,-5.557795,17225,40,9.3,1
"A2415",331.4872208333333,-5.557046388888888,17855,22,14.5,1
"A2415",331.4786458333333,-5.53121111111111,44587,54,5.2,0
"A2415",331.5010208333333,-5.54451861111111,17475,49,7.1,1
"A2415",331.52032499999996,-5.529522499999999,16809,51,5.6,1
"A2415",331.4575,-5.543749444444444,18144,25,12.5,1
"A2415",331.45114583333327,-5.522808055555555,15988,38,9.1,1
"A2415",331.46509166666664,-5.505048888888888,18215,43,7.0,1
"A2415",331.47970416666664,-5.50179111111111,90813,66,5.0,0
"A2415",331.3779666666666,-5.55510611111111,18067,49,5.5,1
"A2415",331.3851291666666,-5.549576666666666,18971,40,6.5,1
"A2415",331.39211249999994,-5.540465833333332,18278,35,7.9,1
"A2415",331.41996249999994,-5.524054166666666,17892,39,10.3,1
"A2415",331.35719583333326,-5.525156388888888,43211,31,13.1,0
"A2415",331.35928749999994,-5.520241388888888,16121,15,10.1,1
"A2415",331.3746791666666,-5.508777777777777,16268,19,7.7,1
"A2415",331.4361708333333,-5.511508055555555,16419,87,3.4,1
"A2415",331.41032499999994,-5.477519999999999,57593,17,15.6,0
"A2415",331.43769999999995,-5.46754361111111,81974,48,5.9,0
"A2415",331.5557333333333,-5.475992777777777,17251,27,5.4,1
"A2415",331.5839708333333,-5.466920277777777,16489,32,12.7,1
"A2415",331.4680083333333,-5.449119999999999,43347,32,11.4,0
"A2415",331.45411249999995,-5.447536944444444,65821,71,6.4,0
"A2415",331.54159166666665,-5.409509166666666,120999,24,10.9,0
"A2415",331.5825666666666,-5.427589722222222,17152,81,2.4,1
"A2415",331.61586666666665,-5.378450555555554,40344,12,14.1,0
"A2415",331.5703291666666,-5.411467499999999,18651,16,11.8,1
"A2415",331.5748458333333,-5.393025555555555,17300,51,5.2,1
"A2415",331.5966875,-5.36811111111111,68603,46,7.5,0
"A2415",331.62273749999997,-5.357842777777777,17284,12,11.9,1
"A2415",331.6216458333333,-5.335171388888888,68679,26,10.0,0
"A2415",331.3817458333333,-5.4877305555555544,69073,44,5.3,0
"A2415",331.36954166666663,-5.479974444444443,18012,106,3.3,1
"A2415",331.37039166666665,-5.476160833333332,57573,17,15.6,0
"A2415",331.3823708333333,-5.463767499999999,40480,44,9.1,0
"A2415",331.30837499999996,-5.473608888888888,77046,61,4.6,0
"A2415",331.29589999999996,-5.473956944444444,16288,57,5.3,1
"A2415",331.34377499999994,-5.451999444444444,39942,12,12.4,0
"A2415",331.3007458333333,-5.4255186111111104,84861,30,14.8,0
"A2415",331.36152083333326,-5.442076111111111,68620,52,6.8,0
"A2415",331.3732333333333,-5.404005555555555,82258,52,6.9,0
"A2415",331.41114999999996,-5.4020947222222215,68334,55,5.9,0
"A2415",331.44874999999996,-5.404341388888888,14208,245,2.4,0
"A2415",331.4308583333333,-5.3953469444444435,40692,23,6.2,0
"A2415",331.4769041666666,-5.402137499999999,44708,52,4.0,0
"A2415",331.4116833333333,-5.398807499999999,17320,28,13.0,1
"A2415",331.39141249999994,-5.373939722222222,52179,18,7.9,0
"A2415",331.28893333333326,-5.407032222222221,40202,84,4.0,0
"A2415",331.30897916666663,-5.411269999999999,17378,44,6.0,1
"A2415",331.32714166666665,-5.364927499999999,68614,28,9.7,0
"A2415",331.31248333333326,-5.365036388888888,76976,56,7.6,0
"A2415",331.2664208333333,-5.317146944444444,18933,16,9.1,1
"A2415",331.3610916666666,-5.355393055555555,27847,38,10.5,0
"A2415",331.3828541666666,-5.341846944444444,90482,39,11.2,0
"A2415",331.3262791666666,-5.333799166666666,80526,53,6.5,0
"A2415",331.34584583333327,-5.327547222222221,82409,51,7.0,0
"A2415",331.2920208333333,-5.317262777777777,52312,40,5.5,0
"A2415",331.49677499999996,-5.314624166666666,52086,41,3.5,0
"A2457",339.10058749999996,1.1928174999999999,57038,45,4.9,0
"A2457",339.0494583333333,1.2165827777777776,56207,31,4.2,0
"A2457",339.0245916666666,1.206891111111111,16829,11,14.8,1
"A2457",338.91678749999994,1.1984566666666665,23935,29,5.3,0
"A2457",338.99302499999993,1.2277844444444443,18234,33,7.8,1
"A2457",338.9918791666666,1.2337266666666664,44563,92,3.5,0
"A2457",339.0715041666666,1.2106374999999998,26205,19,16.7,0
"A2457",339.09836249999995,1.3165880555555554,54871,31,7.0,0
"A2457",339.0744541666666,1.3040263888888888,57756,44,8.7,0
"A2457",339.09308749999997,1.3171099999999998,55626,50,6.0,0
"Z8852",347.74102916666664,7.321436666666665,47263,103,3.1,0
"Z8852",347.77254999999997,7.388827777777776,12349,89,2.9,1
"Z8852",347.6745625,7.3468133333333325,39133,14,9.6,0
"Z8852",347.54813749999994,7.329309444444443,12298,80,4.3,1
"Z8852",347.5864041666666,7.370649444444443,12149,31,12.8,1
"Z8852",347.60797499999995,7.404144999999999,11742,44,5.2,1
"Z8852",347.7827291666666,7.40649861111111,12004,38,6.7,1
"Z8852",347.66916249999997,7.387834444444444,10957,24,11.3,1
"Z8852",347.68962083333327,7.437282499999999,12086,100,3.4,1
"Z8852",347.7081333333333,7.456189999999999,12544,20,12.5,1
"Z8852",347.77718749999997,7.462823333333333,73748,29,4.9,0
"Z8852",347.79198749999995,7.540538333333332,13615,38,7.4,1
"Z8852",347.49601249999995,7.342336944444443,11759,47,6.6,1
"Z8852",347.3949291666666,7.330606388888888,11764,34,3.2,1
"Z8852",347.4462958333333,7.349649722222221,13865,122,2.6,1
"Z8852",347.5541999999999,7.392737222222221,12407,72,5.0,1
"Z8852",347.5889708333333,7.411626944444444,11819,18,15.6,1
"Z8852",347.44089166666663,7.408622499999999,12532,22,6.7,1
"Z8852",347.56016666666665,7.45249361111111,13413,36,10.3,1
"Z8852",347.62203333333326,7.520479166666665,12645,54,3.3,1
"Z8852",347.5798541666666,7.506773055555555,12757,19,7.3,1
"Z8852",347.51383749999997,7.485776944444443,12086,71,5.0,1
"Z8852",347.4686791666666,7.515735555555555,11767,20,14.0,1
"Z8852",347.5717625,7.53649111111111,10923,27,10.7,1
"Z8852",347.5866166666666,7.543356944444444,11175,38,10.8,1
"Z8852",347.5497,7.54848861111111,11627,22,13.7,1
"Z8852",347.57716666666664,7.57154861111111,13587,23,12.6,1
"Z8852",347.4740166666666,7.5918030555555545,15183,22,6.2,0
"Z8852",347.51275416666664,7.568548333333332,11174,28,9.7,1
"Z8852",347.5001458333333,7.595199166666665,11107,25,9.8,1
"Z8852",347.2982666666666,7.5093138888888875,20332,27,5.0,0
"Z8852",347.26618749999994,7.5177508333333325,12256,60,4.7,1
"Z8852",347.37728749999997,7.557067777777776,66871,26,5.3,0
"Z8852",347.4832541666666,7.634645555555554,12568,73,3.7,1
"Z8852",347.6464083333333,7.5266755555555545,12643,22,12.8,1
"Z8852",347.6392375,7.538664999999999,12150,24,16.1,1
"Z8852",347.68333749999994,7.55397861111111,13014,70,4.2,1
"Z8852",347.65134583333327,7.572840833333332,12045,24,16.9,1
"Z8852",347.6325166666666,7.573060277777777,12270,28,10.7,1
"Z8852",347.70596249999994,7.577836388888888,13377,61,4.0,1
"Z8852",347.7020416666666,7.586508055555554,12546,19,13.5,1
"Z8852",347.65553333333327,7.5972608333333325,12478,33,8.2,1
"Z8852",347.73093333333327,7.611860277777777,12014,62,3.6,1
"Z8852",347.7072291666666,7.626080833333332,13064,57,5.1,1
"Z8852",347.7456333333333,7.6607747222222216,12812,36,9.0,1
"Z8852",347.7815916666666,7.699740833333332,13082,50,8.3,1
"Z8852",347.5932791666666,7.580742499999999,11744,33,13.0,1
"Z8852",347.60743749999995,7.5790936111111105,11366,47,4.6,1
"Z8852",347.6077916666666,7.627422499999999,11155,24,12.0,1
"Z8852",347.6557208333333,7.6442533333333325,13009,38,7.2,1
"Z8852",347.58387083333326,7.6295658333333325,12693,41,7.6,1
"Z8852",347.54296249999993,7.630782222222221,21324,12,12.0,0
"Z8852",347.5612416666666,7.652410833333333,21445,73,2.8,0
"Z8852",347.69852499999996,7.759505833333332,11478,50,4.6,1
"Z8852",347.70394999999996,7.76352111111111,68984,51,5.2,0
"Z8852",347.8158166666666,7.7436099999999985,49138,44,5.0,0
"Z8852",347.7613916666666,7.818009722222221,47736,99,3.1,0
"Z8852",347.52982499999996,7.6446283333333325,12069,29,8.5,1
"Z8852",347.58589583333327,7.701949444444443,49776,76,3.0,0
"Z8852",347.5370166666666,7.6972508333333325,12425,89,2.9,1
"Z8852",347.5132666666666,7.71253861111111,49400,57,5.9,0
"Z8852",347.45383749999996,7.698167777777777,48860,58,6.6,0
"Z8852",347.5260583333333,7.767061388888888,11816,38,7.4,1
"Z8852",347.64497499999993,7.760793055555554,21238,56,3.7,0
"Z8852",347.68146249999995,7.784273888888888,12981,61,3.9,1
"Z8852",347.5409208333333,7.824595277777776,48263,95,3.5,0
"Z8852",347.5377208333333,7.82691611111111,13043,77,3.8,1
"Z8852",347.5009916666666,7.832849444444443,49042,36,9.3,0
"Z8852",347.6986208333333,7.801797777777777,12335,61,3.6,1
"Z8852",347.70062499999995,7.851047777777777,49620,49,4.0,0
"Z8852",347.72231249999993,7.851206666666665,10988,72,4.4,1
"IIZW108",318.4225041666666,2.3060705555555554,163866,69,4.4,0
"IIZW108",318.4925333333333,2.312540833333333,14271,73,2.9,1
"IIZW108",318.6343666666666,2.420994722222222,14646,31,7.2,1
"IIZW108",318.6431666666666,2.4916799999999997,14827,39,5.7,1
"IIZW108",318.4536333333333,2.381601666666666,14061,52,8.0,1
"IIZW108",318.4071458333333,2.4451775,14524,58,6.3,1
"IIZW108",318.3660833333333,2.4246449999999995,14294,22,6.6,1
"IIZW108",318.30808749999994,2.478507222222222,15365,81,4.7,1
"IIZW108",318.3099083333333,2.5225266666666664,14303,34,10.5,1
"IIZW108",318.3122791666666,2.5477366666666663,14369,31,9.0,1
"IIZW108",318.53513749999996,2.4511049999999996,14077,21,15.5,1
"IIZW108",318.56134166666664,2.500871944444444,15151,28,3.9,1
"IIZW108",318.65207499999997,2.5172799999999995,40584,74,4.5,0
"IIZW108",318.5990958333333,2.5743730555555553,13897,29,10.2,1
"IIZW108",318.4512041666666,2.519328055555555,14060,117,3.3,1
"IIZW108",318.4087458333333,2.548115555555555,14796,23,13.2,1
"IIZW108",318.3612083333333,2.5232944444444443,14431,33,13.6,1
"IIZW108",318.3965041666666,2.5625924999999996,15132,26,11.2,1
"IIZW108",318.44523749999996,2.564008333333333,14341,54,8.4,1
"IIZW108",318.48299166666663,2.565387222222222,14561,40,10.2,1
"IIZW108",318.5212041666666,2.613075555555555,14644,27,9.6,1
"IIZW108",318.4811541666666,2.6233674999999996,14227,33,8.9,1
"IIZW108",318.5493375,2.6492488888888883,14071,91,4.9,1
"IIZW108",318.6330583333333,2.604481666666666,15224,27,14.8,1
"IIZW108",318.60772499999996,2.6276655555555553,15559,56,4.6,1
"IIZW108",318.6625208333333,2.7050322222222216,40780,26,9.5,0
"IIZW108",318.59872499999994,2.707625833333333,14783,49,8.5,1
"IIZW108",318.32486249999994,2.628352222222222,13184,38,6.2,1
"IIZW108",318.3596416666666,2.6943494444444442,15806,17,7.5,1
"IIZW108",318.30892916666664,2.7267574999999997,27541,38,7.4,0
"IIZW108",318.3528416666666,2.7698866666666664,4079,27,10.0,0
"IIZW108",318.5139541666666,2.7716680555555553,14457,39,7.5,1
"A2457",338.8479833333333,1.2064166666666665,17165,30,8.5,1
"A2457",338.78457499999996,1.2280427777777776,16861,58,5.1,1
"A2457",338.64983749999993,1.209868611111111,17963,62,4.5,1
"A2457",338.7456333333333,1.2373041666666664,100659,25,6.5,0
"A2457",338.80926666666664,1.2622266666666666,17527,21,6.6,1
"A2457",338.7936541666666,1.2814930555555555,16869,21,14.6,1
"A2457",338.74511249999995,1.275969722222222,18050,45,4.8,1
"A2457",338.6226791666666,1.2685902777777776,26503,72,4.3,0
"A2457",338.56383333333326,1.274222222222222,17178,50,4.8,1
"A2457",338.64463749999993,1.3415680555555554,30007,51,5.0,0
"A2457",338.68187499999993,1.359150833333333,17789,27,10.3,1
"A2457",338.6215875,1.3750552777777776,49426,57,3.8,0
"A2457",338.5493791666666,1.3702227777777776,80917,46,6.6,0
"A2457",338.8672333333333,1.2352802777777776,19204,10,17.1,1
"A2457",338.84419999999994,1.2653791666666665,33794,17,8.9,0
"A2457",339.0130416666666,1.2958819444444443,16939,42,6.4,1
"A2457",338.980375,1.3156444444444444,18120,32,6.9,1
"A2457",339.0345,1.3497408333333332,26563,54,5.8,0
"A2457",338.92373749999996,1.3310005555555553,17995,32,11.1,1
"A2457",338.8739083333333,1.3622738888888888,18525,13,12.2,1
"A2457",338.75175833333327,1.342769722222222,17488,28,5.5,1
"A2457",338.7417791666666,1.3502383333333332,17373,20,14.2,1
"A2457",338.8198333333333,1.3578577777777776,16467,42,7.0,1
"A2457",338.94036249999994,1.3740761111111108,18469,24,11.1,1
"A2457",338.95394999999996,1.4477755555555554,18706,26,11.6,1
"A2457",338.91106249999996,1.4530683333333332,16827,20,15.8,1
"A2457",338.9217416666666,1.466359444444444,49565,41,7.9,0
"A2457",339.10289583333326,1.3671736111111108,57467,16,10.7,0
"A2457",339.1013583333333,1.3665269444444443,16048,26,9.9,1
