Rank,ChEMBL_ID,Name,MW,Combined,Shape,Size,Allosteric,SMILES
16,CHEMBL2181927,FINERENONE,378.4,0.8852,0.9018,1.0,0.6224,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2
17,CHEMBL193,NIFEDIPINE,346.3,0.8823,0.9121,0.9499,0.6876,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
18,CHEMBL1201118,CEFMETAZOLE SODIUM,493.5,0.8801,0.8921,0.9999,0.6164,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+]
19,CHEMBL3989519,DOXAPRAM HYDROCHLORIDE,433.0,0.8788,0.8907,0.9998,0.613,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.O
20,CHEMBL245807,OXYPHENISATINE,317.3,0.878,0.8935,0.9822,0.6386,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1
21,CHEMBL1200382,BEPRIDIL HYDROCHLORIDE,421.0,0.8779,0.9076,0.9793,0.6159,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl.O
22,CHEMBL1738990,LEVOPROPOXYPHENE,339.5,0.8776,0.8918,0.9997,0.6048,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C
23,CHEMBL7413,METHOHEXITAL,262.3,0.8727,0.9096,0.9381,0.6679,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
24,CHEMBL515914,AZARIBINE,371.3,0.8718,0.8878,0.981,0.6213,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
25,CHEMBL426559,LAROPIPRANT,435.9,0.8715,0.8823,0.9937,0.6056,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3
26,CHEMBL1201232,ISOPROPAMIDE,353.5,0.8696,0.8913,0.9714,0.6226,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C
27,CHEMBL227529,ALOGLIPTIN BENZOATE,461.5,0.8687,0.887,0.9535,0.6629,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1
28,CHEMBL63857,PHENOLPHTHALEIN,318.3,0.8685,0.8963,0.9419,0.6659,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
29,CHEMBL2364608,DORAVIRINE,425.8,0.8685,0.8772,0.9935,0.601,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O
30,CHEMBL1414320,SUXIBUZONE,438.5,0.868,0.9015,0.9681,0.6008,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
31,CHEMBL1480,FELODIPINE,384.3,0.8659,0.8776,0.9692,0.6357,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
32,CHEMBL1201764,FESOTERODINE,411.6,0.8658,0.8723,0.9989,0.5864,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1
33,CHEMBL1201313,CHLOPHEDIANOL,289.8,0.8658,0.9146,0.9118,0.6761,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
34,CHEMBL1201345,TETRADECYL SULFURIC ACID,294.5,0.8656,0.8702,0.9967,0.5945,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O
35,CHEMBL3183075,NIZATIDINE,331.5,0.8651,0.8925,0.9555,0.6292,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
36,CHEMBL1726,NISOLDIPINE,388.4,0.8649,0.875,0.9962,0.582,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
37,CHEMBL440,THIAMYLAL,254.3,0.8639,0.8962,0.9423,0.6426,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
38,CHEMBL3301670,DIFEMERINE HYDROCHLORIDE,363.9,0.8619,0.8813,0.9665,0.614,CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1.Cl
39,CHEMBL1712842,MEPAZINE ACETATE,370.5,0.8619,0.8987,0.921,0.6701,CC(=O)O.CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1
40,CHEMBL146095,GLAFENINE,372.8,0.8612,0.9235,0.8852,0.6887,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12
