10 30 00.45 +34 27 54.43 36665  07 1 1
10 30 25.86 +35 12 54.68 36844  45 1 1
10 30 37.62 +33 56 55.36 36623  05 1 1
10 30 48.93 +34 57 24.62 35834  51 1 1
10 30 56.74 +35 02 48.66 36491  42 1 1
10 30 57.13 +34 56 34.98 36593  45 1 1
10 31 02.45 +35 04 12.79 36257  45 1 1
10 31 11.03 +34 55 25.75 36425  48 1 1
10 31 18.83 +34 02 33.43 36653  09 1 1
10 31 20.69 +35 02 33.47 36410  42 1 1
10 31 22.33 +34 35 27.74 36823  45 1 1
10 31 24.88 +34 58 29.68 37849  42 1 1
10 31 27.51 +35 04 54.48 37711  48 1 1
10 31 31.76 +35 13 03.50 36317  39 1 1
