muse_id model virial_velocity virial_velocity_err log_Mvir log_Mdvir_err concentration concentration_err rs_kpc rs_kpc_err rhos rhos_err log_X log_X_err
45 DC14 110.01039147835846 16.032701993110525 11.511860639565278 0.18596569097206647 9.168882391050984 2.685341419279602 8.66231270126224 4.268703813946494 10054634.160965856 7761083.4153514085 -1.8828913099042714 0.3610878876321908
66 DC14 87.58870463194273 27.788142918142874 11.178170268282415 0.35652654629735486 15.044017447724126 3.301178045112643 3.4140089403442633 2.640066440572428 38281968.868311614 19924319.27705379 -2.6730172392793765 0.2415196384000197
69 DC14 70.04784166766507 29.338032625882025 11.016600446337483 0.5363802014694002 9.72612529819797 3.1551215268590793 5.641881381504364 4.6366153207453245 8440477.892910454 7925654.964346771 -2.950433918840022 0.3976930303856808
72 DC14 52.8707269883899 19.73015185336402 10.479500234020717 0.4366470287404037 8.5869081503327 3.203007680430799 3.3956708058005547 2.3642966658400155 12297472.782445595 16716452.657444853 -2.497693117417468 0.3254157275523181
95 DC14 106.90156654374873 24.985380572924885 11.418755061460725 0.2765281759446642 12.783039455029364 2.7703123504315577 4.702919447911092 2.3972707036899608 28123966.052435014 16130318.422810696 -2.600281582259156 0.26141093371685875
859 DC14 241.76156192012346 5.607072812303411 12.660918085218901 0.030621777685765753 24.826780145783257 0.20812595890853142 8.142958249877534 0.20848139609882455 63961842.57982314 4681236.3085701475 -2.838657388757787 0.28164455883459466
863 DC14 65.46005551939282 0.06749035969402953 10.99864363588609 0.001343273077685988 24.998883742608754 0.0014252702272101248 9.62263524615489 0.21362650480185427 27630445.407511905 388630.0961041216 -1.212855276052843 0.0019570956832865995
864 DC14 167.667001201444 3.4566517653844735 12.112627714221066 0.026680258215222376 22.21185937706832 3.5680823270756057 7.759466991295627 7.236871905268329 68510739.47236672 27722919.095398583 -1.4527036165519918 0.1663780272770011
875 DC14 129.33533837215668 4.137239905789602 11.775089052355813 0.04196749650813017 24.374178973390336 1.0920872566000808 3.853131172548732 0.2786409826720982 80784827.79566944 11078614.676894521 -2.5365874415165903 0.42544184144019914
876 DC14 176.2554727207919 28.37904354962517 12.293660216713567 0.21087080322822804 5.696605168782519 0.7417617757975069 28.56976833139941 5.263011942121275 1559083.0925225115 521698.6737989764 -2.606263992431872 0.21070443457949617
884 DC14 213.36944850516574 2.605795098187223 12.404613170941674 0.015887235366928723 24.93784292435362 0.0723416412289262 5.653458428419091 0.07388034641187763 108010611.12223086 785739.5880042478 -2.99535497926287 0.005870935593231677
887 DC14 126.3888551985454 29.230047298691325 11.827528852734828 0.23157910495661022 19.01748179777988 4.435412983256446 6.361481431543787 4.626137773787985 32858916.842114024 16049180.4960646 -1.836968861018824 0.16427797710915967
888 DC14 155.73292233956656 6.0573104761126535 12.128728946650005 0.05035072298487335 24.31470832884493 0.6445901263736141 5.753955090104585 0.3664378357661925 52010223.63927761 2715806.7850567764 -2.903646874708806 0.06092177707739173
899 DC14 121.2369696048116 9.220860921395534 11.560843519125285 0.09611518960503342 12.591451327237017 2.554435681320807 5.831521799292114 1.9614623103619064 33027419.215212148 16045012.828807984 -1.7509902867978888 0.08588537979695937
901 DC14 87.82208386286001 2.462011462349 11.318279658818303 0.03616253529891116 22.894466563856056 2.1165034193250554 6.163062547751922 3.2624034806789104 46836306.47134963 16061400.337028544 -1.3241180848330358 0.09895318797125417
905 DC14 92.82750085558888 40.951885853339185 11.342771612138632 0.38949967796675383 15.314091725211574 5.521101472493343 6.347620199302993 5.8312758411447785 26367057.06592644 26275437.77168132 -1.58057112829249 0.33537232679583856
909 DC14 81.38132123213929 13.979839921839588 11.148663398880775 0.19259487857086524 9.218414294099407 1.9025361270039411 6.3192154661090285 3.1974311157446698 8726171.749096293 3923243.7808850547 -2.2002101303650576 0.36233788354708485
