pdb_id,h1_death_radius
4HHB,5.309915542602539
4HHB,5.280953407287598
4HHB,5.485937118530273
4HHB,5.201094627380371
4HHB,5.253773212432861
4HHB,5.22823429107666
4HHB,5.350893497467041
4HHB,5.529218673706055
4HHB,5.411779880523682
4HHB,5.219775676727295
4HHB,5.224839687347412
4HHB,5.705257892608643
4HHB,5.11755895614624
4HHB,5.35078763961792
4HHB,5.2821455001831055
4HHB,5.292363166809082
4HHB,5.29147481918335
4HHB,5.296653747558594
4HHB,5.406126976013184
4HHB,5.352550983428955
4HHB,5.24711799621582
4HHB,5.271051406860352
4HHB,5.262119770050049
4HHB,5.196145057678223
4HHB,5.3618316650390625
4HHB,5.282720565795898
4HHB,5.4188923835754395
4HHB,5.300620079040527
4HHB,5.233808994293213
4HHB,5.350893497467041
4HHB,5.240966320037842
4HHB,5.378276348114014
4HHB,5.400039196014404
4HHB,5.411373615264893
4HHB,5.327700138092041
4HHB,5.065513610839844
4HHB,5.345609188079834
4HHB,5.452889442443848
4HHB,5.438194751739502
4HHB,5.429461479187012
4HHB,5.253526210784912
4HHB,5.4348344802856445
4HHB,5.244444847106934
4HHB,5.222639560699463
4HHB,5.413681983947754
4HHB,5.170525074005127
4HHB,5.3529181480407715
4HHB,5.301185131072998
4HHB,5.222639560699463
4HHB,5.30207633972168
4HHB,5.326451301574707
4HHB,5.282720565795898
4HHB,5.426218032836914
4HHB,5.105860233306885
4HHB,5.712396621704102
4HHB,5.207051753997803
4HHB,5.296137809753418
4HHB,5.249909400939941
4HHB,8.316862106323242
4HHB,5.357419490814209
4HHB,5.207051753997803
4HHB,5.187371730804443
4HHB,5.088475704193115
4HHB,5.3498759269714355
4HHB,5.314941883087158
4HHB,5.34644889831543
4HHB,5.431487083435059
